	symbol	returns
21	AZN	[0.005964224763275159, -0.06909011763461557, 0.013250671505736557, 0.03886062641130212, 0.036352761438427306, -0.030279337344068936, -0.030279337344068936, -0.006821326826168242, 0.04713805650804062, 0.060071348515880835, 0.03987288786517242, 0.04261680913142181, 0.17788322684893507, 0.05653602669443648, -0.061420636615049456, -0.06263781342009597, -0.03346923404570341, -0.05317601337900596, 0.009325683332905656, -0.012626250463290644, -0.028338820578803575, -0.019557097964430607, -0.03763789289092417, -0.07008169590268902, -0.028580045576678568, 0.05633286801329975, -0.010171417485414964, 0.018235262702493107, 0.04178676458382368, 0.028185203604663957, 0.023352797444566524, -0.07947658693761524]
22	OXY	[-0.10410490214684012, -0.042250057861184936, 0.017028900526344103, 0.022226966846507594, 0.027207298848060123, -0.028343328759130107, 0.04983869438900404, 0.029578117822101783, -0.03757263662325823, 0.059868738147563244, 0.004056209368641436, 0.02866850409309009, -0.06004906747692274, 0.01744921412033409, 0.01942961249920054, 0.005217669741894344, 0.040407102076599526, -0.11960726848157308, 0.1603298265765989, 0.12855620861494746, 0.031004035955136323, -0.028674659729807917, -0.022054573328221683, -0.07886110762704004, 0.015078106571949178, -0.04075449809181094, -0.11831294354324161, -0.07163323950876249, -0.10049388739197083, 0.01801152722901616]
23	BABA	[-0.0026035647420488165, -0.06136883331974024, 0.04396946254274014, 0.04396946254274014, 0.04289407261890343, 0.024288988613975125]
24	SIRI	[-0.01843316149616992, -0.015873000855468576, 0.19806768070199646, 0.0758017450154357, -0.06527415273629834, -0.06552707113914563, 0.018987323148685443, -0.08101264034932003, 0.09821432144666266, 0.06351548442394161, -0.02711869858695372, 0.04878052630197317, -0.02966842508343194, 0.0883977963624261, 0.13562754423750506]
25	GM	[0.002046632682601889, -0.015576308947693192, 0.07912775813915018, 0.03231603501577244, -0.0708577459387295, 0.025212565082469482, 0.036413784684806036, -0.033800482628922934, -0.00708304305013668, -0.05652889535446798, -0.022609782825926832, 0.004728925886696152, -0.08928577419900255, 0.1317618231716454, -0.018273167185168093, -0.0821708886223996, -0.06270846382645766, 0.037185171897937054, -0.029606203869189874, -0.06203704300567763, 0.1577539627419343]
26	BTG	[-0.10839159236023481]
27	AUY	[0.009785923160799752, -0.21442752116055666, -0.07502209948750738, -0.03619445488193473, 0.09349112185621819, -0.12514621611598017, -0.15916956197200047, 0.058423888660080484, 0.0776439647702229, -0.0357967057049107, 0.0204603380946112, -0.03357310885471721, 0.19666663805643717, 0.09725159329641558, 0.13269232356336755, 0.003824088117318352, 0.04377100160607423, -0.14739883954925934, -0.10064933456444021, -0.10971791121411857, 0.1673639495362659, 0.13492060188203087, 0.04415586506622773, 0.04415586506622773]
28	RTX	[0.03147571562536264, 0.03491311137863237, 0.048608007653912245, 0.017602794673811203, -0.028969721596428993, 0.04061024449203698, -0.0038860780587950494, 0.06052040172245087, 0.0513034943518869, -0.05235725237128329, 0.023068764145143663, 0.03538780590224198, 0.016976447851314715]
29	MGM	[-0.013899564027227513, 0.022762948749062234, -0.04095111436589383, -0.04095111436589383, 0.1256984066179671, 0.0570291552405985, -0.026519772030207237, -0.026519772030207237, -0.01782181239364171, 0.05596336070641197, 0.015427766859393002, -0.041023093739836716, 0.04199481241200414, -0.042472674504548565, -0.09881762643567987, 0.005694410050622878, 0.005694410050622878, 1.1064426110775152]
30	NFLX	[-0.09642743436113325, -0.13079262475379466, 0.04597384701268786, 0.8896844135227998, 0.27413864297505663, 0.27413864297505663, 0.27413864297505663, 0.45087831261722966, 0.10396790485755787, -0.042217863135671996, 0.059686218806967783, 0.10088988789850262, 0.30899234127455955, 0.12658001094867918, 0.10480539639161128, 0.11176482140472431, 0.04774647626667906, 0.00784029780823065, -0.04239242743243269, 0.0177589522498532, -0.022526089732136944, -0.022526089732136944, 0.07548625099935513, -0.10238852775186133, -0.031329361288193296, -0.1472167606883854, 0.06250526258170182, 0.4000431541748782, 0.3539159923926791, 0.14826042746923196, 0.24346094542665633, 0.2104996748490692, 0.03213239650346893, 0.10161788631782204, 0.040583755087800294, 0.020985963965140447, -0.14588456588599505, -0.025071952826321443, 0.016747734941726614, 0.08977355699724392, 0.05673130068300431, 0.02788816204191939, 0.04135546721306189, -0.003878368037682097, -0.06862748194252025, 0.415377659379097, 0.05759670322019454, 0.10319984644867666, -0.10058504354030273, -0.10058504354030273, 0.01822634717643943, -0.06372948605975068, -0.06607903997847943, 0.021090657882116757, 0.021090657882116757, -0.03950364999446038, 0.05998871695861155, 0.17400839468487403, 0.07028616148593705]
31	NCMI	[0.04876416360820919, -0.15041425875038755, 0.0791257875538535, 0.049512366930952977, 0.004770418695428164, 0.03891712080498936, -0.06380292064116314, -0.03080869990929688, 0.010956944981907007, 0.026582222629713437, -0.017571905669730714, 0.15863141650970466, 0.15863141650970466, -0.10131578823536055, -0.5901201566012217]
32	MSFT	[-0.04969322109541729, -0.02533041629424704, -0.05138335840896618, 0.02871257556963713, 0.08988107634846887, 0.0038845556629306483, 0.02553650072371468, 0.016743568472104946, 0.01025190350167453, 0.01025190350167453, 0.1711191514056586, -0.009400475725511687, -0.04157042825602184, -0.07832227441183824, 0.21004256453003717, 0.020238315045225483, 0.024287023585708844, -0.01884353293250706, -0.04570101933085304, -0.02946308302515918, -0.02946308302515918, 0.016426408728508198, 0.016426408728508198, 0.03371734748110733, 0.033641176386218476, 0.01731741626087965, 0.09490587032540165, 0.02043756842997279, 0.025986201958880094, 0.019895959763142707, 0.0654529741480097]
33	GLW	[-0.03110417023398467, 0.10925775184518882, 0.05279505428057972, 0.050288512029858415, 0.009186374371742004, -0.03661323835289748, 0.039158062903105945, 0.1834285191127232, 0.04982561112135375, 0.011121834566838181, 0.06646389004657344, -0.08373205894455721, -0.11953911570995078, -0.03434708284853469, -0.11142614840286187, -0.08263701238495548]
34	JCI	[0.011760333166121826, 0.017565878328769824, 0.11269889686646847, 0.10273760367546544, 0.012403966842133463, -0.08057972630559009, 0.10174505828270898, 0.10193651162567385, 0.09745652692559564, -0.025766856795884325, -0.04010550001340906, 0.07561270454923308, 0.06077344437654139, 0.019126325170409776, -0.007008238473700761, -0.06311537393278044, -0.009335429845807456, 0.005756816655614811, -0.0420106733709492, -0.025866310032495673, 0.01827588574639682]
35	DAL	[0.18878013585486078, 0.08796992928684308, 0.1247264055609436, -0.08938548031710293, 0.03387654056027631, 0.1462795208075472, 0.04506656379530718, 0.05906166809009953, 0.02033354764314549, -0.06888834918758616, 0.038748504177789245, -0.053321858347351044, -0.05742796463960269, 0.04640884886134095, 0.04899281055268437, -0.015425858121403574, -0.2911672311495897]
36	QCOM	[0.140176579218686, 0.05278832716530309, -0.07003772663620284, 0.003150194778927824, -0.07928923212854035, 0.0011599511329379662, -0.07050659832462286, -0.015014436228031678, -0.030290332639348386, -0.030290332639348386, -0.054012970633118954, 0.021011070161067995, 0.11470149075235904, 0.02321162537066606, -0.003947430795871873, -0.006257280231919379, -0.006257280231919379, 0.07313436744844715, -0.04149796111891611, 0.010909085068406101, -0.012215535936150271, 0.005882428665454703, -0.04056440474856918, 0.045336917318515774, 0.13497569802728962, 0.037439196792034904, 0.039549016503753566, 0.08915016766722875, 0.08915016766722875, 0.08915016766722875, 0.07973467011200666, -0.1164667704329998, -0.2453522768323286, -0.2453522768323286, -0.12166332649070566, -0.019381065457031076, 0.0036801810838998587, -0.06130752432799125, -0.13988226842891371, 0.10842471268608322]
37	CHWY	[-0.016363664106889206, 0.19194410566946643, 0.0489993132755021, 0.0664473215711408]
38	ELAN	[0.02939318341074452, -0.015416264292781081, 0.009286775605181102, 0.06528495128980906]
39	DISCA	[0.08617593578179697, -0.05968703440542143, -0.05406747415721476, 0.013054741291158224, -0.014688299445496713, -0.013636386755741003, -0.1712014255842458, -0.10475231755951289, 0.0007071623030222505, -0.04621691295729537, -0.14358796481214958, -0.0643970364589156, -0.0880658212690258, -0.12123973485246607, -0.07800750910942686, 0.07838182242865206, 0.12115963492473278, -0.08717311615475984, -0.07371004223738399, 0.10982395030640875, -0.054720189810663386, -0.06427639557324999, 0.30393550502774924, 0.26126956600623913, 0.08358718390778631, 0.038365548644705705, -0.11234013016648853, 0.09194178720529957]
40	MU	[0.0832117050506662, 0.18245835138771518, 0.006932402423787249, 0.11304739863800985, 0.15701557009580427, 0.069054576082685, 0.027890924284056873, 0.0175384521484375, 0.09868637066766388, 0.07347490055847965, -0.11815655384539869, -0.19861049609227358, -0.040285614020344536, -0.28183191469285207, -0.024390249305540096, 0.0022817459561871264, 0.152990249774464, -0.15782118179963142, -0.02372264853803729, 0.031452283599969544, -0.09915804560811549, -0.03852206875047, -0.03274021579375602, -0.03274021579375602, -0.03604114286412628, 0.08228464547410907, -0.03751620608872716, 0.04573806305052388, 0.1538461182058815, 0.21364554371346386, 0.18573376282581083, 0.18573376282581083, -0.005495498007363994, 0.16982807519814885, -0.01909525166031245, 0.26754858537969933, -0.07713497553670706, -0.08491358737963729, -0.15530903771162294, 0.0704571144502163, 0.08396227854602742, -0.07705511658132425, 0.019227378783355342, 0.021468173727500237, -0.0577709504433903, -0.19250885370825965, -0.20351713829084653, -0.019647266133682183]
41	SYY	[-0.02597400184666031, -0.014415773435158928, -0.033681486716038614, 0.020069768016642866, -0.008450120435778054, -0.013102031785671873, -0.0038773834022211595, -0.0013402200926234506, 0.00906805690530101, -0.0007325476547226582, -0.05816591188568665, -0.03982799338719228]
42	ING	[-0.16249994867377676, -0.06447531755787995, 0.0928667662398514, 0.06362852655515538, 0.08994713342646615, -0.046815016821044074, 0.019300343564337644, 0.05028385153247652, -0.04883714568965071, 0.11529033964531112]
43	BA	[0.002925593313512638, 0.03997179754970274, 0.02902653786988385, 0.07431342637880664, 0.04101043471501095, 0.004854364437391164, -0.04085030203605964, -0.09938077895647596, 0.08505571171180525, 0.11687694124023201, 0.1341520894873545, -0.012074703992155083, -0.012074703992155083, -0.01048617206654418, -0.01048617206654418, -0.017920813589680396, 0.047900996239230956, 0.047900996239230956, 0.1659056817170784, 0.45805714822312477, -0.14975305251133295]
44	SLB	[0.0632438809753239, 0.049221739677474854, -0.02255100160726159, -0.00702601180566979, -0.0063589720082940495, -0.08447330139154913, -0.049698090944405124, -0.049698090944405124, -0.025178090190319875, 0.0040709288906967695, 0.0040709288906967695, 0.03538312864189586, -0.09559402978385083, -0.039500982734953415, -0.07669545422603083, 0.0650416652668485, 0.02794140364803798, 0.04743714022179766, 0.04824829903661898, -0.1693194884222816, 0.032918662457845624, -0.03881318502910043, 0.05818793933930787, -0.2343984571051087, 0.10926975761455397, -0.15109450042026845, -0.17374717864281986, 0.08192244913988575, 0.005105291851726345]
45	NOK	[0.5438596760295918, 0.5438596760295918, -0.1361701898846805, -0.1361701898846805, -0.1071428165954779, -0.13032580944451877, -0.12466844323291547, -0.053892165558151114, 0.016759827507484212, 0.20195444216924255, 0.03886019115611581, 0.27148444812337563, 0.27148444812337563, 0.27148444812337563, 0.27148444812337563, 0.27148444812337563, 0.27148444812337563, 0.2420262627238585, 0.2420262627238585, 0.2420262627238585, 0.2420262627238585, 0.2420262627238585, 0.2420262627238585, 0.10924371700907849, 0.10924371700907849, 0.10924371700907849, 0.031296577787347686, 0.05082214494466729, 0.07196402002744637, 0.1555891582498664, 0.04980342185339039, -0.07509385754946037, -0.09949621614103378, 0.07647910864889736, -0.03293807575415659, 0.04800001780192057, 0.05511812107634038, -0.032953074327552324, -0.13010203585134164, -0.11583012838825174, -0.11583012838825174, -0.1122449103716459, -0.1274999976158142, -0.1274999976158142, -0.1274999976158142, 0.11467889975147597, 0.11467889975147597, 0.05916310741779048, 0.04319999694824219, 0.060422976175572886, -0.018543091362376148, -0.04453440357644607, -0.05324461888097352, -0.0017637087737699536, 0.0965250997238671, 0.0767754496043533, 0.0017921557380943672, 0.0298769902608735, 0.029473656102230673, 0.07172129025096681, 0.08458642758363047, 0.08458642758363047, -0.05492732624312178, -0.0018315437384556939, -0.008960522326404782, 0.07082632183003192, -0.014634170925571923, -0.11363630111400669, -0.017721501872853367, -0.017721501872853367]
46	HBAN	[-0.03475510155501646, 0.03749996367842013, 0.02428572518484933, -0.10288065560986637, -0.010162640235673854, -0.010162640235673854, 0.0010183532782701318, -0.004508583412705865, -0.0540788415068439, 0.042372810907632376, 0.042372810907632376, 0.042372810907632376, 0.049266275566893905, 0.10169486776686554, 0.027217691735162336, -0.028507135530070504, -0.0165289451610058, -0.0597014373011073, -0.042452826298498406, 0.08072098075984523, 0.0658915043880109, -0.08990415186374812, -0.38137654813769417, -0.27724867073439885]
47	FLEX	[-0.0914205461549187, -0.044510344819779606, -0.0014836427869816943, 0.023598796823139347, 0.11835755163230924, 0.11254981262294349, 0.09324210365387804, 0.026913346138288868, 0.014801095393276835, -0.0036798493352486364, 0.029580194003572275, 0.029580194003572275, 0.05178981715528614, -0.009232962723390421, 0.042253548558376854, 0.00648653185045397, 0.015576284189793269]
48	UBER	[0.11680280224018358, -0.12489111548926622, 0.0329272299099891, 0.09349751160352687, 0.014546695295823907, -0.20819790966785054, 0.26722929129523815]
49	ET	[0.03503931876263178, 0.187368438574686, -0.014345473860430415, 0.14785712105887278, 0.023936211766028375, -0.028985455314239027, -0.0797217618267603, -0.05749720805658052, 0.0313239175092011, -0.06279685942730426, -0.037133591813237395]
50	LYFT	[0.02961944600899367, -0.2536231946376535, -0.2536231946376535, -0.09334112213929359, -0.17378112881511626, 0.029843875024706645, 0.19136101756684717, -0.07061222621372767, -0.3294862315847837, -0.27184205606087997]
51	INTC	[0.014858802829375435, 0.005176499310661765, 0.027696778276837475, 0.08709529506761216, 0.015474731978028237, -0.0400158572916299, 0.05206462350368804, -0.014505125633162022, 0.034095482192724076, 0.04199252828199799, -0.08248971715957958, -0.07498122116878066, -0.003020004696009019, 0.04653496319366395, 0.04653496319366395, 0.04653496319366395, 0.10733914200022349, -0.04386725514653832, -0.08094575203492077, 0.007895484941502957, 0.01002261438356688, 0.01002261438356688, -0.01766682298829633, -0.01766682298829633, -0.00699724824186783, 0.015398829110027754, -0.014715737112750014, -0.014715737112750014, 0.009460355352271375, 0.16353510414130254, 0.19402992584379325, 0.012499995638684426, 0.007212925594362525, -0.028152815385645496, -0.11811507265317328, -0.0300676109975401, 0.035105681025521675, 0.06965334094443197, 0.017058877383961397, 0.029805856212302872, -0.08662252868248137, -0.0168966066595744, -0.047393345412203754, 0.00563063043712477, 0.008564369557425467, -0.045018007615198245, -0.0017581589178033692, 0.07153100631852714, 0.038308372374357164, 0.005197505362385941, -0.02876594964767242, 0.08487011001939894, -0.002117795134120293, 0.04096013797735586, 0.13999996390393984, 0.031172549854229376, 0.11098261751740507, 0.12938928591344454, 0.09949282980518476, -0.01642990038436845]
52	IQ	[0.011710868469078808, -0.20142057319941828, 0.057038206058321946]
53	KR	[0.019541166804680703, 0.019647954819494398, 0.09792182974329869, 0.030092507508805207, -0.011235982575773289, 0.01864987096688382, 0.038273611334745376, 0.049899147629122065, -0.09774842772038624, -0.04406689343898462, 0.0209621544675774, -0.05977752607689408, 0.04047620864141555, 0.2034692999583388, 0.10578328777199615, 0.05102452747716239, 0.002469192394027157, 0.06429857553473729, 0.029933532493615914, 0.007801393879521312]
54	BAC	[-0.12076746459214868, 0.1139509750481636, 0.11485776384370353, -0.01077051513900732, -0.023866288332852828, 0.11930410691518983, 0.03168802331498358, -0.08111451993096697, 0.03450567141963949, -0.03217666981750224, 0.05749238606275305, 0.006516624159984072, 0.07524881825636308, 0.01765863037523186, 0.028833523839045277, 0.028833523839045277, 0.028833523839045277, -0.030510572068030355, -0.02908417521452361, -0.10518623992119822, -0.12871291402464377, 0.1138491553331872, 0.00399282349528477, -0.010907504326693868, 0.02854807677498156, 0.11723604157338786, 0.020964306657133034, -0.1163470871123362, 0.05641020123383446, 0.043654553763680035, -0.05796260348666629, 0.0882620825505365]
55	BILI	[-0.026230456281860815]
56	EMR	[0.008381343432855834, 0.047283917971456604, -0.0379228254108978, 0.0933395778425489, 0.01267495575499685, 0.007815118481428247, -0.03509050844517499, -0.0077905056595107425, -0.07281331555819949, -0.07281331555819949, 0.08861750339855667, 0.01650498616889184, -0.010629400506719842, 0.08462662549102357, 0.12367436657818778, -0.00850649307125212, 0.05922822387560002]
57	YUMC	[0.02212224037870632, -0.020232907979102904, -0.19036598785812536]
58	FCX	[-0.05904649508656222, 0.007945864078899346, -0.0280146185145936, -0.02988160782044558, 0.01745713994209099, 0.02873388473083206, -0.07228179173226038, -0.07997402384644628, 0.2754655325080203, -0.0745150137265185, 0.30670103662920384, -0.0964379312144806, 0.02245095736326259, 0.014319833694975949, -0.03741227943029295, 0.26098023028897543, 0.10191925856017392, -0.06282421490618759, -0.09016909893424359, -0.049254712498411575, 0.029292079560183096, -0.03590529118029763, -0.09189192997384527, -0.14388484210986724, -0.1996497125866136, 0.18750003326152037, 0.13284128783333293, 0.043981457804510744, 0.14624501111489174, 0.10817938035325204, -0.01242944696159376]
59	BP	[0.06118153010411951, 0.018362463972991055, 0.0017046242454125686, -0.05048223081431536, -0.0007858725801217555, 0.003302859236710742, -0.05060942666841195, -0.02917651008157169, -0.0736657138047978, 0.14418456046154782, -0.03996684115297231, -0.07064198497052293, -0.02647137908026796, 0.05255723770641296, 0.05255723770641296, 0.005147619276468403, -0.05387753856425383, 0.060622403721740395, -0.005267095312227765, 0.08024410267571168, 0.03567452270353091, 0.0050339144046696776, 0.09420296187442709, -0.04214460576101121, -0.07901366561962478]
60	HAL	[0.052980143603927825, 0.026435025296858733, 0.020605805764852506, -0.04858682000305639, 0.09555239093526462, 0.09555239093526462, 0.09411036996670703, -0.12835438672914565, 0.07162758474020856, 0.06082152188343599, -0.07169126117812431, -0.0808139698643365, -0.028562014380632657, 0.06600979544077917, 0.0755404602543181, 0.09566517715439166, 0.03741648659427068, -0.1641738787690188, -0.11587588617750691, -0.08366533720375666, 0.11864411544280569, 0.0161812299732249, -0.12849615186422647]
61	FB	[-0.11791799050665719, 0.09945026228664695, -0.005596175778231922, -0.005596175778231922, -0.005596175778231922, 0.10847762547097992, 0.012336148351426553, 0.012336148351426553, 0.18482343806100462, -0.07754447388423805, -0.16445955833631742, -0.13266619637613605, 0.05768528510092583, -0.06666669981735628, -0.015885922678958643, -0.015885922678958643, 0.0016440984649724007, 0.06726455655700643, 0.11525026234369845, 0.11525026234369845, 0.11525026234369845, 0.09938928699061363, 0.1114550593632235, -0.07408877661494045, -0.06552760445292871, 0.23292918855357078, 0.03904988295050669, -0.02991887191225371, -0.06060605693806476, 0.08393916024344222, 0.03507140895763585, 0.04942519401793907, 0.021009340679497005, 0.016809029414772098, 0.07108702458793181, 0.021212260946830565, 0.09663671227110192, -0.04108448415761668, -0.06380556735950829, 0.09915770801858334, 0.027686236214714836, 0.029544539384108556, -0.1185324193052155, -0.15134828647613224, 0.1475257484137263]
