	symbol	returns
10	WTI	[-0.19831575092516449, -0.025048130847303816, -0.3025676407248719, -0.24454150544781256, 0.4761904671799478, 0.015945369883898296, 0.31100484309147913]
11	MTDR	[-0.09806032784746802, -0.029759588193154968, 0.17346936491617154, -0.1607730220590519, -0.4242563064495531, 0.2829888304874974, 0.04298534927409483, 0.03143501606952029, -0.06028590788253008, 0.06522459681314724, 0.048128319882956114, 0.08603990282194145, 0.049434179776516464, -0.08776424828254616]
12	SM	[0.2677558275192453, 0.07294832161053655, 0.17973638517238205, -0.06734307895100379, -0.08994471465754687, 0.05870145735025195, -0.06413213484595444, 0.1302415831984693, 0.11013498122036312, -0.010837622473752759, 0.11935176061532529, -0.11408989675019478, -0.04405980220600145, -0.34715775731643567, 0.1383854630247432, 0.07572822293930576, -0.0077519507197653225, 0.026920044185652227, 0.07867230183688749, -0.1525858343478025, -0.11953730960101407, 0.253932620870724, -0.2449633857184652, 0.001992795406794357, -0.1985981433357626, 0.11851850880049668, -0.11704633344051245, -0.34335443312551434, -0.8572905910709654, -0.15168538498104908]
13	BCRX	[-0.02285712105887277, 1.6544715888407702, 0.4400000042385525, 0.2717583839912811, 0.04499999682108561, 0.08940719919383472, -0.17883456274065423, -0.8072538769086087, -0.05555550299414001, 0.0420031905720898, 0.02419352512826054, -0.12897822579350457, -0.1029411648693383, 0.8114286150251117, 0.37974677049966676]
14	OCUL	[0.08304501276735604, 0.1378475606465335, -0.07407407679948078]
15	BKD	[0.0252365683850654, 0.06602692019492006, 0.05021823851185406, -0.07210628166133802, -0.014040511371785403]
16	TSE	[0.15810015417011006, -0.07759322900517704, -0.37751558903453214, -0.37751558903453214]
17	FSM	[0.06128134648190798, -0.14807692484037416, -0.13235298887049812, -0.13142858232770646]
18	ELF	[0.04166669132579925, 0.006728336534572217, -0.053674619071675596, 0.49333326551649304, -0.04852687339711363, -0.037419349916519656, 0.02020856993864405, -0.4617629469506527]
19	MNK	[0.2680989053607095, 0.22012390731264758, 0.14080752192167306, 0.1228542113655546, 0.1023388959607594, -0.14362874730620015, -0.1289520113091927, -0.48247891086307465]
20	CODX	[-0.0016146763599945017]
21	BGCP	[-0.07923502581612629, 0.08816708629488781, -0.005464518071288407, 0.09474884463002556]
22	BLMN	[-0.116313607525628, 0.1275285685012861, 0.08806944702113507, -0.08142057408797924, 0.03659648740731124, -0.09847282540407618, 0.046353853593475984, -0.08695651305100044, -0.02469653276104889, -0.0871030468470693, 0.06520584074830867, 0.04515416859659681, 0.08017931356916129, -0.03945514873018427, -0.014697901220941877, -0.04254208688774012]
23	AXL	[0.09696373823891195, 0.27947599829365866, -0.07700153910677339, 0.23235298605526195, -0.03242591996740556, 0.20743247357661693, 0.2706536056005026, 0.059740239923650566, -0.02115001271670799, 0.011463255372118833, -0.016579369960806983, -0.10513884551445236, -0.45260919291226026]
24	MIK	[0.22975703216556173, 0.10816982454307639, -0.06799201234232806, -0.06990741676917929, 0.0727934674609614, 0.186910975053578, -0.10380625679277533, -0.18898487653831475, -0.06574139124298459]
25	AMC	[-0.04796749133648925, -0.14290140689519765, 0.31318681798531933, -0.1554160346515837, -0.09302327386619773, -0.06686055086443919, -0.19497237618810223, 0.4402515181002808]
26	ENDP	[0.11648144981852418, 0.024273134347038126, 0.15175233798666232, 0.15175233798666232, 0.15175233798666232, 0.15175233798666232, 0.1238022720859078, 0.02979174733542327, 0.024784889676663348, 0.18657940770174286, -0.07472473013182912, 0.07984130228327287, 0.04916065226748071, -0.1621174535491987, -0.22216911374723558, -0.102957876780287, 0.38858398411226686, 0.061224574360826296, 0.12945589271133967, -0.37731654847656004, 0.3247863326238852]
27	ANF	[-0.09686168352304222, -0.4139947297892815, -0.0200508073293467, -0.20057086834345736, 0.31109785913668486, 0.12356871496748226, 0.12356871496748226, 0.12356871496748226, 0.12356871496748226, 0.08838320063973615, 0.08838320063973615, 0.08838320063973615, 0.08838320063973615, 0.020174654098688943, -0.03727074391186793, 0.05166804156654315, -0.05723064259077654, -0.035976800443006614, -0.007920454732970813, -0.16461657050221623, -0.06991122802176808, -0.14227447844906566, 0.07599584741810672, 0.04067103375483443, -0.0768484404592803, -0.16570438430300502, -0.12275914408658739, 0.134853708629944, 0.1763006519604568, 0.08218447438489526, 0.08498431359913698, 0.27433207305145585, 0.10791953509220038, 0.07569719480693567, -0.06374502680097643, 0.08672935738492728, -0.02184085332577932, -0.18606553603102788, 0.16936791950927044, -0.07802050718635893, 0.0892856838751815, -0.06077350045781635, -0.0006840101887903346, 0.022049296427085786, -0.10128908495122078, 0.30521090695724307]
28	ADMA	[-0.04248362040956573]
29	CERS	[0.006960605616389479]
30	RUBI	[-0.1933961648795019, 0.10000002384185791]
31	OSTK	[0.33635885202253296, 0.03320052986294852]
32	CRK	[0.12233283215918801, -0.10435301322874253, -0.10435301322874253, 0.13607992176679637, -0.03030299657105377, -0.062040803870376277, -0.3236419006123946, -0.03788747672339405, 0.10256409532943192, 0.7932693057159023, 0.35064942303144764]
33	GBX	[0.013223848798135547, 0.014090780056069837, 0.09541284387615952, 0.05389222729298516, 0.09153632898202241, 0.05842994921875698, 0.04366809597147729, 0.02559410770849883, -0.09195397808761288, -0.009132367994271334, -0.08555131440655793, 0.039072793642946115]
34	EROS	[-0.2557376799036245]
35	EVRI	[0.5434241852030693, 0.5434241852030693]
36	SKT	[-0.024450661774975846, 0.016019731128471156, 0.013177671442026426, 0.011812281310045615, 0.08505477544039361, 0.009753114338017508, 0.10856774396520318, 0.134491583271816, 0.035242313944998674, -0.09700081911376776, 0.1816132799596629, 0.06610525030838815]
37	GIII	[0.007906405640903393, -0.022807466792880236, 0.013076244826126484, 0.06090510216743341, 0.14375698781098917, 0.1645417967330234, -0.14351543197649352, 0.07312968337370103, -0.03847734548552542, 0.055111810946210434, 0.22004894617819087, 0.15384612807883224, -0.16983935948485018]
38	BBAR	[0.1837863586701167, -0.10774609046297916]
39	APY	[0.2912591205304388, 0.0742413588780599]
40	FLDM	[-0.1845761311139662, 0.189604010188827, -0.07678083674022662, -0.19101124429031793, 0.10802466160566818, 0.1129252260289254, 0.12952166276294483, -0.471458775915671]
41	INFN	[-0.11002785247083008, 0.06093747823033514, -0.02945505307640027, -0.027359755243594318, 0.1311474779777128, 0.28223839652779026, -0.07209060829197717, -0.07342296096641626, -0.07506695535414855, 0.052555761280974764, 0.06599493404369337, -0.14416774418530529, -0.29313098579147195, -0.09197327574926627, -0.07996409112053818, 0.010627985760675486, 0.07199294733164195, -0.1394798845174808, 0.17041802417896615, -0.18016530879736944, -0.005555576748318142, -0.17872339324640288, -0.11174244870139997, -0.028112422881404375, 0.42133331298828125, 0.18201752941253976, 0.28333330154418945, -0.1322645045461026]
42	JKS	[0.4324712948828111, 0.20572516155315249, -0.05900001525878906, 0.06437772544165764, -0.06088998135012138, 0.2567823089507597]
43	TNP	[-0.3479768652933315, -0.022541010437457043, 0.04339246207945574, 0.46123252446397295, 0.09062005963724291, -0.14819755548691252, 0.09651478060952573, 0.07329840788320156]
44	ABR	[0.04226473162547552, -0.2768212052699915]
45	GPRO	[-0.20109057983461032, 0.11473511767277875, 0.15213393700900438, 0.1720193544283467, 0.10800606721271966, 0.058673967090346994, -0.12934328638278714, -0.4544283107795239, 0.07403056374813943, 0.2451456934311976, 0.14010143221544635, 0.14010143221544635, 0.1315789651494783, -0.07919746344794042, -0.18208095592343373]
46	IMGN	[-0.13787876675170505, 0.08196719816420305, -0.0357541566082439, -0.0647668411384228, -0.2147477158235604, 0.0, -0.39999998555038896]
47	RLGY	[-0.11609931436517469, 0.07402325405264736, 0.07686211834387732, -0.12735843221332077, -0.038936357590855064, -0.102995609567071, -0.14852751035991316, -0.03487942513716986, -0.0459069124458388, -0.3797468402182858, -0.4920174067020329, 0.04565218315232698]
48	TGI	[0.003804731230987592, -0.04611498996226173, 0.019087098135114354, -0.07913865070439093, -0.08684726308531127, -0.06926954493340405, 0.01982290729557598, -0.3745729759135097, 0.03418232079583994, 0.30921058685605857, 0.29144583017998743, 0.2561548051603062, -0.16174526178548507]
49	CAKE	[0.030472622726557257, 0.015098098862089484, -0.04552284616227691, -0.06692454610083713, -0.0811320610766141, -0.039516111789706806, 0.11111108435257275, 0.11111108435257275, 0.0754254197220992, 0.04572810290252763, 0.01796532473270491, -0.038019021389879906, -0.4551227033376673, 0.25058552141473456]
50	PBI	[-0.031120318677592722, 0.009661844309034426, -0.003906264842953312]
51	VET	[-0.08778848244820696, 0.016984495575076388]
52	CADE	[-0.06033331553141276, -0.1927437708413527]
53	FLXN	[0.016450179848110646]
54	DHC	[-0.26249969111692345, 0.11111286161872026, 0.08493678210964427, 0.0, -0.09393939393939393, -0.04466508580761124]
55	PUMP	[0.25490192791163574, 0.26392570042256375, -0.13347450542538675, -0.13784465625698375]
