	symbol	returns
15	TSLA	[0.014438424566812585, -0.03687771140678857, 0.04042040151642103, -0.002065917569689877, -0.013021444291229433, 0.0, 0.04167425902883709, -0.11303704532258071, 0.0024679319481092916, -0.010312518394112853, 0.01482687674600197, 0.019131546052719526, 0.027957594232011652, 0.003979329022654382, -0.03845031079570601, -0.022364054988893274, -0.07665303552513782, 0.059608694971616104, -0.003919422909241682, 0.020057526192968588, -0.0032924139859162997, 0.01982337995072002, 0.005352027715401677, 0.18387689829819853, -0.0002572628036949932, 0.06782178217821783, 0.05658225345811506, 0.028088861696809807]
16	MO	[0.004403925576446541, 0.008906544490135154, 0.007033624980736946, 0.005020727686998645, 0.011053897519799783, 0.0, 0.036294393664680374, 0.004416355813485171, 0.008157592263181109, -0.0017047890061979965, 0.00015646825186935086, -0.00909085463617613, 0.0023849350709400983, -0.0014258034251371618, -0.00789801891832412, 0.000808099303582702, 0.015298407386490152, 0.02774643562894399, -0.009881423222882515, -0.026719976654341067, 0.04264775513756465]
17	PCG	[0.002452746455685934, 0.010208641777441156, 0.00024815888076462855, 0.0004919223201916939, 0.007225100207935018, -0.009354164128491233, 0.02083328817829985, 0.02762317458158054, 0.02762317458158054, 0.009428309630683727, -0.00764236768652605, -0.007164633938027399, 0.011315691589843512, 0.011315691589843512, 0.019533449426106173, 0.0005038219039215152, -0.0015476028979419171, -0.02063710062482993, 0.0025586125369004846, -0.00021268500085487848, -0.00021268500085487848, 0.005490885277898986, 0.010748065242474767, 0.010748065242474767, -0.022873459618265774, 0.026493760959325412, -0.043258347383063986, 0.013623943270844712, 0.0064102284189704335, -0.00941175573012408, 0.006688988812411366, 0.07363640178333629, 0.08296562580647768]
18	PENN	[-0.018245934469086816, 0.012767858813628092, -0.0026761802349177665, -0.017127814470015927, 0.0034275888253233137, -0.0031298875343347015, -0.018104963342531272, 0.0, 0.0, -0.031051554812178656, -0.0190476311577691, 0.0035842431124375198, 0.010266940290902386, 0.0069340953910466095, -0.0063391884468479475]
19	INSG	[0.03260866396255947]
20	KO	[-0.004869262544336568, -0.016614316642477228, 0.007593728036522604, 0.0012213740458015267, -0.0009715108722119908, -0.00641026744089687, 0.004948230583536345, 0.004948230583536345, -0.0004641554349697697, -0.005554414197877411, 0.0, -0.008244267775762105, -0.002836854232839566, 0.010063702860693973, -0.0005490259815514983, 0.0034332964616029076, 0.05031947072803942, 0.05475284678425862, 0.06440760071772414, 0.0511562381793175]
21	CNP	[-0.007980042568598439, -0.007984119134284571, 0.007735294440689491, -0.006090118702448415, 0.0004192968017562642, -0.0070690138706462876, 0.019372696973333367, 0.0038141681612193696, 0.01408446613770113, 0.005442656801051007, 0.006440014057739092, -0.013310559720258998, -0.012269959389206383, 0.0, 0.012303506751042833, -0.017857142857142856, 0.009824585496333608, 0.012753194093543646, 0.003815352345012818]
22	ABT	[0.0029889999336569946, -0.0023803266151549715, -0.007662912900769741, 0.0, -0.0022710106021243907, 0.017547963746989366, 0.013044517975974074, -0.00021953766305925484, 0.026769206161792708, -0.011490114558028291, 0.0022112136654795405, 0.0022112136654795405, -0.0017344181461701569, -0.01028322005208618, 0.0029708788959107476]
23	EMR	[0.003492243082605747, 0.0006121027767611089, 0.026502899079516258, 0.007035629487681856, 0.0009458803723652537, -0.016627868476036672, 0.004806909754751211, -0.0018233152165253212, -0.005342672305112416, -0.005342672305112416, 0.014873974930743265, 0.017952770656555407, 0.020839130961811624, 0.006002869903302176, 0.021553235647674397, -0.012550572268432553, -0.0240801764231856]
24	MYL	[0.0, 0.015661691628487334, 0.013186800058100771, -0.0016269352373443956, -0.0016269352373443956, -0.004968682873077426, -0.04404502261882616, 0.01952141723532134, -0.022546215415497117, -0.014406935270954902, 0.024585941458217415, 0.0029537300497556973, -0.017117693074378656, -0.015511377016087464, 0.026105474649335436, 0.0032939591237861397, -0.00916379471946243, -0.008869171317620567]
25	WMT	[-0.003904158862320445, 0.017675821269476543, 0.00938640718215467, 0.008771950597352775, -0.009324349832633753, -0.0019281006537889857, -0.009307151176609239, -0.0002815520281732428, -0.006672273292241646, -0.010089782210571505, 0.01514516712985827, 0.005064368449852341, -0.0027928602346583738, -0.0022260808200305114, 0.0037312862769874407, 0.0012341367175211868, -0.0005061037470982432, 0.002780376583391913, -0.010353806337857614, -0.013597029974529391, -0.0035457246212876265, 0.0037225435599704928, 0.00654368459965195, 0.027838333350286123, -0.045876901360772326]
26	ODP	[-0.004914000020385666, -0.003968250213867144, -0.01601417750594477, 0.010000038146972656, -0.0038684682072288143, 0.015151500555948771, 0.010845924609461587, -0.0011285864102696303, 0.044052821794189095]
27	DDOG	[0.02746239622023627]
28	ERI	[0.0251479972782473, 0.0020543289150125356]
29	RRR	[0.005785539478764978, 0.02957697276697383]
30	CLVS	[-0.005262391057136569, -0.02084871913844918, -0.01303005392026101, 0.07511211553400736, -0.0253247178424535, -0.010719970703125, 0.0817821993686185, 0.009103357723724753, 0.06326117039970439, -0.050768217456597146, -0.023399046929702256]
31	MPC	[-0.015411310813453767, 0.0, -0.004805008359951694, -0.042878443719247046, -0.018921949016394275, 0.022910567090066093, -0.005142822265625, -0.031131609636542844, 0.0, -0.009890930424295336, 0.023653378534969922, 0.010769433159811851, 0.017927868215206057, 0.025263569850986295, 0.010984558934163027, -0.03715409703775932, -0.006966728929777065, -0.02867630180372433, -0.031648562771816324, -0.01238519236063839, 0.004360446119975239, -0.006713099008681022, -0.0027082677584880457, 0.024996810026406493]
32	PBR	[-0.021070554848385874, -0.004677762664165568, -0.016624055190180276, -0.014031770291696779, -0.009307727890706597, 0.0827249792471426, -0.032879815406706425, 0.043956000193669235, -0.04419895732312793, -0.0710571661641971, 0.0016181600581895664, 0.028540092061503725, -0.01833873440120161, 0.005257643483857433, 0.011527366697216004, 0.032166524352349554, -0.0012337169367390903, -0.010121495982936567, 0.04551364135608022, 0.04551364135608022, -0.006474432715329167]
33	SIRI	[0.032258032618297364, 0.047619065640104374, 0.009661826846140193, 0.026239041521185575, 0.007832890858321843, -0.011396000558891188, -0.009493661574342721, 0.0050632862493866755, 0.00892860564042169, 0.007385552566577772, 0.006779654441774426, 0.0313589394343681, 0.008726036748416639, 0.011049713568388594, -0.060728782846140576]
34	TLRY	[-0.008562331635279098, -0.026789393300892545]
35	BTG	[0.06293708858726066]
36	RTX	[0.003665028472381215, -0.007157257669847047, -0.01387521197260792, 0.01716044334648377, -0.018093684992169845, 0.005049998415259122, -0.001445898450531965, 0.007565025019720585, 0.009500565198305916, 0.004692049861573378, 0.008041566178272803, -0.03960631769113759, -0.008910828482802146]
37	SPLK	[0.0, -0.004405310571645419, -0.05545509751851531, 0.0, -0.0002045064769487415, -0.04119911442290357, 0.03266328898115072, 0.031738116279933615, 0.02061521623693417, 0.01955310051004333, -0.0067992778077351134, -0.013916440452802645, -0.0042839472116849835, -0.005667949735536096, 0.02485939207643333, 0.007044899553351476, 0.004894762530897554, -0.01524336863026022, 0.015229275451088958, 0.00033776718471721504]
38	BILI	[-0.026230456281860815]
39	AUY	[0.012232345622296683, -0.0033090164259832896, 0.03089147253544209, 0.04756980708559301, 0.0011834590659837681, 0.012865456634310523, -0.016147674981635995, 0.008152165990639868, -0.002677373693206028, -0.01847573328305803, 0.03580565264218695, -0.035971245233343746, -0.006666660308837891, 0.0042283257602251075, 0.05384619616898009, 0.043977058935887284, 0.006734000247088343, -0.01734102373353568, 0.06168833179444974, -0.0062695863848793295, 0.008368192488977131, -0.03968250213867144, 0.03896106469689566, 0.03896106469689566]
40	AMAT	[0.0006761479991635522, 0.02295084468653945, -0.004481414554230214, -0.009566689471843692, 0.0005844668921744978, -0.0009128460932433197, -0.009581852009013053, -0.01323871320789803, 0.0005031867695476589, 0.008841682058823406, 0.007425755234133735, 0.02876925919068669, -0.015753458212409394, -0.0036741865415003674, -0.0048632170210160825, 0.011331433789427994, -0.0004655600137314897, 0.002958567002352504, 0.02016479459484184, 0.004370428466327337, -0.028436043673624352, 0.001045253606251212, 0.0030315587563994285, 0.036649154011009294, 0.0038554180099303463, -0.055035181424586604, 0.005913645570029548, 0.011803187388432054, 0.0046728503772622415, 0.005531155780640825, 0.05509037229707114, 0.044581084819542975]
41	GILD	[-0.007331156867353876, 0.02580067913374247, -0.009460684075930162, -0.008790142875868398, -0.02111326287476166, -0.020760577688640106, 0.004729616045402503, 0.0, 0.0043657419013357025, -0.010343400605490449, 0.0, 0.0027364152094372764, 0.005309956623247833, 0.03908265858959044, -0.03998164540228252, 0.004542088770604396, -0.01617216532059926, -0.0041685095567908885, -0.016600517973909868, -0.023401397831609737, -0.06734564875881266, -0.008872529442057582]
42	UBER	[0.020786937781730404, -0.004066203555257933, -0.03589068562618467, 0.030781113945918336, -0.01522323625578165, 0.0314921816818058, 0.05016407401085016]
43	ET	[-0.00828200017805701, 0.08593304647783344, -0.019127298480573887, 0.16785717010498047, -0.010638237431231455, -0.019860383711876702, -0.00588553275593092, -0.016347182182654116, 0.0, -0.0015831496273171768, -0.0006514806927241548]
44	TWLO	[-0.016726021862016157, -0.0021475079507560003, 0.0016639316365610244, 0.011060512528283703, 0.030909767802574203, -0.0824242216168028, 0.0032235011583795488, -0.061990603696967565, -0.007731729518976321]
45	EQNR	[0.018547197262379765, 0.0069899454643264965, -0.0025024643746788867, -0.017330978989964656]
46	IBN	[0.05375255195237074, 0.017241422968443255, 0.02597406377356551, -0.008917189110625732, -0.018390786857267503, -0.018390786857267503]
47	WYNN	[-0.014442870321896954, -0.0067534043965436245, -0.012123217477148085, 0.0007322728785456897, 0.018758368727803443, -0.0420031899427357, 0.028384100588242835, -0.003958378569678713, 0.04561564358628811, -0.044291002682687396, -0.034105240671258225, -0.012101201223358445, -0.00514162562943614, -0.009086888338441696, 0.010027409717905295, -0.011967854327466115, 0.0004398970515598054, -0.04534180133560006, -0.01985322480762194, 0.006367950227962207, -0.025335604775046816, -0.0385917249646841, 0.015646279263658587, 0.014996336690704097, 0.019156252542742697, -0.02338848147733442]
48	COG	[0.02248152900537792, -0.02979887631732332, 0.056993533041927065, 0.02462124790841881, -0.0170420378237791, 0.007837070567516955, -0.008035286640175386, 0.0023517154823977193, 0.014632765362634251, 0.0014371726284787593, 0.011514038337815474, -0.012493185450441984, -0.017326761758520853, -0.02859895275056079, 0.004003413919401133, 0.003987450504548302, 0.01728653331945202, 0.01229384906060073, 0.026749510259340074, 0.05316902285789467, 0.021172657535467872, -0.0152880982418373, 0.03561762837281665, -0.006742513716754623, -0.003286767592626695, 0.0019935900005042155, 0.0, 0.012540321869696447, -0.005188502916706197, 0.03387595570923246, 0.0009157718692278469, -0.023341510771638117, 0.0037751741615706697, 0.010454823403737067, -0.044882302916186695, 0.003878205270453594, 0.1452618323388326, 0.0036058518925392406]
49	AAPL	[-0.0037705341862962747, -0.007734036668851408, -0.033090819695261106, 0.015683227781978334, 0.025803503590904695, 0.018712177282424136, 0.018712177282424136, 0.007201730174974145, 0.02159750288374504, 0.02265288120578367, -0.004562906497424155, -0.01547740666603481, -0.013962143500811899, -0.0028579497560140637, 0.015909268506065152, 0.02737506571205515, 0.005132718987487266, 0.0009700086321503519, 0.007344479717813051, 0.0010859955705101701, -0.011715886875811488, 0.008303159027309886, -0.0028706523041912655, -0.00381054404185964, -0.00039792336702668796, 0.05735497108309384, -0.03191134525803153, 0.010564284159420383, 0.014513349466074011, -0.0257102812961453, -0.005202626027071399, 0.013501694325909069, -0.00124590049818471, -0.004424544827482594, 0.010144927536231883, -0.021407136841659947, 0.011235381968699438, -0.020708356973545956, -0.01492758567320966, 0.02659833314521521, -0.0014491004070108194, -0.002746296005609926, -0.031759279515117644, -0.12864695596573802, 0.05262299586231516]
50	TWTR	[-0.031204666443296794, 0.013282309250529608, 0.0028160248800387483, 0.05897034117439118, -0.0162050459432761, -0.002435251752612516, -0.015563079923901622, -0.005889604358167691, 0.0068107651500920125, -0.0458823933320887, 0.004806389278381559, -0.011879639658147546, -0.02397409565102259, -0.02397409565102259, -0.02397409565102259, -0.005103013769463806, 0.04030858657847469, -0.03883044759348187, 0.0326117474659664, 0.012210895960256585, -0.01214368759765217, 0.004067825058759269, -0.02734797422972356, -0.018827665594282752, -0.018827665594282752, -0.05863301989258915, -0.01639340161572239, 0.002777735392252604, -0.009958997031821324, 0.01642134303697859, -0.050578911116623035, 0.016563131463710423, -0.019833962136666806, -0.019833962136666806, 0.013924727501941778, 0.01620743977245362, -0.02117257987469123, -0.01777211875197295, -0.009422086545943799, -0.02402306266801179, -0.04195574623580626, -0.04195574623580626, -0.04195574623580626, -0.04195574623580626, 0.0012550676851401388, 0.02215079829593833, 0.0009270327172762402, -0.00664857116012794, -0.028895482854362, 0.03063268495493459, 0.07968818278165608, 0.027276385754179257, -0.003230443309985086, -0.04033330281575521]
51	SQ	[0.023965066017530984, 0.0, -0.01856339705709507, 0.01782682876971558, -0.025910982883747335, -0.025910982883747335, 0.005303079508334644, 0.016326571013037923, 0.019637859621083126, 0.023313688822591713, -0.0022353304693775384, 0.0012799199043765188, 0.001128057432603248, -0.002703860677789747, 0.06959002784516917, 0.005259154270449904, 0.0006542957652742492, 0.0006542957652742492, -0.012050229635198745, -0.0008223558830255694, 0.004712396997286569, 0.004881684001531748, -0.007136694830013187, -0.03192132009672018, -0.11692375577374862, -0.047749996185302734, 0.13128909168774114, 0.06947889734787156]
52	SABR	[0.007829156952594514, 0.0025010198630604765, 0.0315940577642696, -0.0366491978543255]
53	FSCT	[-0.04399996670809659]
54	IBM	[0.002570165607359672, -0.0014654310764407787, 0.004339614004459021, 0.021972083122291586, 0.004756548866201096, 0.018119292260915985, 0.0065535079500557035, -0.003927954873832366, 0.020253589146456162, 0.0027868439828797557, -0.0015361068204719633, -0.0007255498312032321, 0.04842063705418492]
55	SBUX	[0.021418561100990226, -0.00958586697807953, 0.008673341822971125, 0.0033437877347578873, -0.001117343993269084, 0.010206858542953915, 0.010264750497471758, -0.008157514637165157, 0.014559943880057779, 0.00882155065153351, -0.004168056050483238, 0.000735852006589686, 0.010420774091494327, 0.02372826767435881, -0.0054888403275670915, 0.005214817925937702, -0.0040869890884403]
56	NCMI	[0.006679988377532453, -0.008922842153767437, 0.004521436614365741, -0.005251289964355617, -0.004174102141530496, -0.000564028716301624, -0.006317143521900591, 0.01540434995464844, 0.027027089158102, -0.008227855245036653, 0.01597442507608828, 0.05754282617015879, 0.05754282617015879, -0.0052631529414422, -0.04138851164921489]
57	A	[-0.03279129497052378, 0.0229501865328346, 0.0037914655099395914, -0.004614977778947317, 0.006588591039035859, -0.010512816600310497, 0.031156010623448076, 0.004901077096506953, 0.005393068123238103, 0.026638707821466004]
58	ZNGA	[-0.021126795247030736, -0.021126795247030736, -0.03699418600420587, -0.049916835159701564, -0.0334728697126318, 0.09124087559483912, 0.019867530847180164, 0.002242096851827024, -0.014742000061157, 0.02057611149904549, 0.021818161010742188, 0.0033783751129669096, 0.043749957624823484, -0.02222220161814694, -0.019553054395133385, 0.009132411143357496, 0.02321722414832972, 0.0031897896311569507]
59	GLW	[-0.03188179302938214, 0.0, 0.01708076592189985, 0.0074196332843183, 0.019028869173778863, -0.007437023121910788, 0.00146836900875009, 0.014285714285714285, 0.017937250414826952, 0.0038684682072288143, 0.006516056279211971, 0.00047847985953882865, 0.012001920351208539, 0.006082292366852397, -0.0025517479846836714, -0.02259366816952273]
60	HPE	[0.008310275433479048, 0.03432641674858524, -0.011292966723980648, 0.011875264781097784, -0.008150969013816024, -0.011990453194260025, 0.012709065985396598, -0.0012523767958203627, -0.006872791419071827, -0.013388271259546442]
61	CHWY	[-0.0534545204856179, 0.025482977442564544, 0.009661859595181371, 0.014473701959832115]
62	RCL	[0.0016764043233660913, 0.0, 0.021311547172485817, -0.009986476099968751, 0.012813751105179799, 0.0021609404475478617, 0.0021609404475478617, -0.036122192702084215, 0.0019165279885546083, -0.017029285471452566, 0.02584641461844243, 0.06099463721375724, 0.036420048324483145, -0.0035748951495914085, -0.008016368559466688, 0.026756365840065313, -0.002342863487668055, -0.007782081530422928, 0.00025017694220015395, -0.03795131917687995, -0.003036599580376689, 0.021552081032892252, 0.016904513637519512, -0.009423166635972865, -0.00839042607291941, 0.008005031365402912, -0.0006006594307998635]
63	INTC	[0.002971741671882196, -0.007529404584099265, 0.017006821320079885, 0.014135862363358868, 0.010037631645745927, 0.004754391454896683, 0.010771982213717723, -0.00213315457636315, -0.004412379021460541, 0.006587066339294773, -0.004874359219899417, -0.025998512066890297, 0.01585504265469523, 0.004686956334616244, 0.004686956334616244, 0.004686956334616244, -0.0009699542951665455, -0.027417048228119988, -0.01863705060983691, 0.02338294717970734, -0.0032331193172666296, -0.0032331193172666296, 0.0012183094303773053, 0.0012183094303773053, -0.012169081964697976, 0.008007339444367689, -0.014381281293036946, -0.014381281293036946, -0.025227792487960445, -0.00904663294893688, -0.0017354820544045223, -0.0015243670190105674, -0.005193315232781831, -0.0011491213429837902, -0.023561825292936763, 0.011486491493450738, 0.01465577037966899, 0.001635030647000975, 0.011176502003389247, -0.0030079467123192505, -0.05933779280706747, -0.002252830755807477, -0.014744638758308995, -0.0006757340757444201, 0.025242343329812095, -0.02380949655078245, -0.031060757867617705, 0.015576927798157406, -0.021050647069747467, 0.014760975502980936, -0.002635106371750534, -0.011330778505921764, 0.004658987723816572, 0.011621199774214115, 0.015698914886802754, 0.005313482853793583, 0.03600330854903593, -0.021755785708950547, 0.08349595657704509, -0.0005134139849425549]
64	QCOM	[0.0018395598417644504, -0.0009929070492802324, -0.004226396668632075, -0.003835074251530921, -0.06654412263129969, -0.007394550198693899, 0.018070328172905863, -0.02532557420580044, -0.0023138537701549453, -0.0023138537701549453, 0.035357941910350806, -0.010193423484092308, 0.03595121595619392, -0.02029196189267792, 0.004678358007099575, -0.005529756636529523, -0.005529756636529523, -0.005783536705573258, -0.0010121045855133136, 0.0009569231973310407, -0.013589852171010747, -0.0004643773994653046, 0.009259218767502951, -0.0044120021408268, 0.0058947909319992196, 0.013003658031758035, -0.017537572002580177, 0.010242760999477674, 0.010242760999477674, 0.010242760999477674, 0.0, 0.0012684572048334043, 0.024672957779872443, 0.024672957779872443, -0.023290465488003766, -0.003633897263869351, 0.0236422748954202, 0.0, -0.018425669634910352, 0.036642177137616916]
