	symbol	returns
25	GM	[0.032746591365823995, 0.16705603415877163, 0.12585673232303665, 0.10951537590179586, -0.0692595158606654, 0.04456172473073449, 0.019034444874730605, -0.13162954351522418, -0.012556323127953559, 0.05652889535446798, -0.006459911547320606, 0.0797604269045601, -0.09861409162573306, 0.06178664331529193, -0.051393331720785765, -0.08108110579989453, -0.04336225728278875, -0.0223582190023988, 0.1607189458649813, -0.13171301715086095, 0.1577539627419343]
26	BTG	[-0.13986009497229385]
27	AUY	[-0.1113150217758547, -0.28391793906873036, -0.09443951474222259, -0.0982419650227373, 0.21420123792572107, -0.08888891367574517, -0.0426758803117844, 0.1100543380551225, 0.15528786570682174, -0.3302540077448047, -0.07672638980802671, -0.14388492375865683, 0.5733332633972168, 0.12896408690372294, -0.06538455542727821, -0.17590823574354914, 0.04040400148253006, -0.20231215027922536, -0.03571425253915793, -0.20376178172667367, 0.05439325117835135, 0.40476190025664055, 0.13246759519868317, 0.13246759519868317]
28	RTX	[0.02446915500746962, 0.015536349377448733, 0.043595003339253625, 0.07253425059304568, -0.12013048463065813, 0.05302472827114591, 0.01952110817811865, 0.05894094084147008, -0.017633192012257083, -0.05265511587106835, 0.06173341236182774, -0.02312321020564677, 0.0004608792316680373]
29	MGM	[0.006177600377168992, 0.07849293704596605, 0.03632755776674172, 0.03632755776674172, 0.2548882469494409, 0.22148542237970076, 0.08567932932922417, 0.08567932932922417, 0.03683169525448639, -0.09082567025370712, -0.1580177305849916, 0.08687264498358548, 0.10236224887326253, -0.1383515904343501, -0.20720722172014708, -0.020879463292258663, -0.020879463292258663, 1.226890744517124]
30	NFLX	[0.07840657753676052, 0.06067069618298394, 0.2690424191531424, 0.9086417894834485, 0.15579465800547332, 0.15579465800547332, 0.15579465800547332, 0.3158474168268684, 0.03359604887443093, 0.18493466180959103, 0.1378828852026205, 0.023628080366371287, 0.09276965045813289, -0.0813044213505469, -0.18224903317607644, -0.1875414051432716, -0.1959160452161674, 0.26541423832400707, 0.3404236275136111, 0.284809379172325, 0.18155002028316225, 0.18155002028316225, 0.08804780918721526, 0.01316845391396717, -0.22748931296469482, -0.2500278285239096, -0.041978165389613506, 0.3517147607866907, 0.23987662879734767, 0.018104955345681545, 0.4589613173884009, 0.38430094800060305, 0.20738368770099613, 0.25118915291216043, -0.15318192071279535, 0.12230847855159414, -0.08145696176857599, 0.2570899786428693, 0.12305612895508265, 0.06870347599327092, 0.08937418695074627, 0.05823276746867268, 0.13294346056515785, 0.09252718794117097, -0.02750546233048907, 0.5979508434337655, 0.3330338860182878, 0.21314281844501598, -0.02600934265051769, -0.02600934265051769, -0.11548966500065404, -0.23259515712742193, 0.07109769130061494, 0.11931632813841145, 0.11931632813841145, 0.032215037459296526, -0.12045842688013197, 0.19166186586784084, 0.018746128908847078]
31	NCMI	[-0.0313961428620664, -0.09942635485426014, 0.12660130320632912, 0.12153037470601004, 0.05545618841919814, 0.08178233504661224, -0.03411244247982313, 0.0982028686866362, 0.07962017428764392, -0.017721501872853367, -0.40255593086379426, 0.3094868275400089, 0.3094868275400089, 0.030263160784158718, -0.5740987777434563]
32	MSFT	[-0.10828217621234244, 0.029735663463595303, 0.05320766289070782, 0.09725228728734152, 0.06175694838390784, 0.11903442859456352, 0.11409934234041255, 0.06964335865912231, 0.03320708076522812, 0.03320708076522812, 0.10637790769681062, -0.07248793573075679, -0.00734835777806984, 0.010057804949865669, 0.23245906276626346, 0.0493663828840656, -0.07709289318019143, -0.037502356437046046, 0.047056551779566635, 0.09672420359968704, 0.09672420359968704, 0.05430777215476878, 0.05430777215476878, 0.055574360451659637, 0.05013194172370469, 0.0319584788942807, 0.12346975256940972, 0.06059149912282142, 0.04111878995986964, -0.07356025902201843, 0.14638461618920764]
33	GLW	[-0.0964230018835439, -0.04920768672649177, -0.05822981314721481, -0.02802969079803356, -0.008530191364391327, 0.019450810153991128, 0.047968650396351335, 0.3268571036202567, 0.12705536538033882, 0.1257253550822724, -0.013466610214009153, -0.22057410464809918, -0.01920305424845656, 0.18389979425202252, -0.12928838429564757, 0.022284041330962106]
34	JCI	[-0.04244763979274751, 0.0690087913953959, 0.07015263835550115, 0.10789053433658204, 0.04902540721630961, 0.04086947541552782, 0.1127517215668126, 0.13448083408470538, 0.1311914297847985, -0.06061349974065161, -0.03350920193386573, -0.00687386243586716, -0.04158188054168628, 0.08051943583267669, 0.015708015814491775, -0.19691999556220027, 0.05738605869480786, 0.056368490434845306, -0.2032539793554292, -0.36359199084844995, 0.01827588574639682]
35	DAL	[0.2243989813433102, 0.2834586052649562, 0.07439817570666064, 0.12895719351934778, 0.2508576525739883, 0.2094374089855439, 0.1649026242876258, 0.04453438573792041, 0.15672836505841925, -0.06565529594025507, -0.08765022149511634, 0.08363799924165358, 0.058557721231609225, -0.11675875214857734, -0.13127350974799035, -0.521629762263254, -0.28422712971715286]
36	QCOM	[0.18230308906265394, 0.07396990233541788, -0.06369813163325472, 0.03547454132459703, -0.08370100439671917, -0.023343491109991156, -0.11148757499914604, 0.0748914522624578, 0.08371896225471874, 0.08371896225471874, 0.12841653317984073, 0.06386519064519093, 0.12197733402046321, 0.0007299715585082117, -0.04166664342898891, -0.046420290814040394, -0.046420290814040394, 0.032649254660798675, -0.10796217683824912, 0.318851744729366, 0.04214387274789271, 0.052941149376580426, -0.18562611549337815, -0.021907840679493133, -0.05562279196155228, -0.2213489702116748, -0.09073012881020018, -0.08257459064363029, -0.08257459064363029, -0.08257459064363029, -0.061835054188851823, -0.10608861217866719, -0.1466605332661391, -0.1466605332661391, -0.023822161999886408, 0.013104310906279006, -0.2699899585016063, -0.2807840608582404, -0.21674667049966378, 0.18185915717584752]
37	CHWY	[-0.09963635531338778, 0.15495275255181376, 0.15148376325024848, 0.42236849411372757]
38	ELAN	[0.014538530131045222, -0.10346010286091181, 0.14561664432333868, -0.0062176269579312035]
39	DISCA	[0.1992818776727603, -0.022928615540723448, 0.041279076039747314, -0.09457505137169736, -0.09892089580433622, 0.011212088844992897, -0.1164781281742982, -0.05120477986176829, -0.09123054671368493, -0.016026847051752988, -0.10845840171468822, -0.145611130404523, -0.21563785743361288, -0.18915221137247468, -0.02020678060624465, 0.013906444587944367, 0.0566853929616774, -0.0033208768451361186, -0.07575759114209177, 0.06672847725433716, 0.1453633861572224, 0.20988190034633347, 0.2323375809899655, 0.19089234876826425, 0.027411214693878604, -0.16094826992301714, -0.00553058574919836, 0.16293923439147961]
40	MU	[0.12116787376080637, 0.2458386188890891, 0.10441940447914548, -0.006255558306448211, 0.24053442859793805, 0.045498604878171874, 0.04324666482965064, 0.0030768761268028847, 0.17884807579748083, -0.10077518582506328, -0.09464896999639887, -0.3596240083365246, -0.19683837277975288, -0.08303983171560675, 0.0011614668153999911, -0.15059898687476533, 0.03268430203674458, -0.2569832004138627, -0.02189778925938227, -0.024051824124818582, 0.3143125109674781, 0.13364778094161392, 0.173665448203505, 0.173665448203505, 0.13901603940573648, 0.11423042728856449, 0.05864591080994542, 0.16257796139082123, 0.18704448539194932, 0.42815846510434286, 0.17707384386117597, 0.17707384386117597, -0.037919027093574545, 0.1739774344952406, -0.2432371074033654, 0.2146328446662315, -0.08433989527568443, -0.06953222293972183, -0.07725827548628511, 0.07650175966786912, 0.03792449663270195, -0.40844343658984006, -0.22965992757168466, -0.2886080099266668, -0.20875937178411205, -0.30133289138539415, -0.11613848937289913, 0.0033489106522800035]
41	SYY	[-0.033820347158102074, -0.04881133688638512, -0.06579635791024306, 0.07046246796432393, 0.05276177553871788, 0.014393847827294382, 0.013293966446300282, -0.0021060810131275105, 0.01099748552358135, -0.08058604091842822, -0.028515912207080454, -0.03234853322820328]
42	ING	[-0.16666664459087172, 0.06321112637740232, 0.2086136944426136, 0.09200341223519035, 0.01662889453068121, 0.1358404062960072, -0.1230398052617744, 0.11273319966939291, -0.12248061786269011, -0.10874897575530541]
43	BA	[0.05196438312018221, 0.004926086686669532, 0.16519174041297935, 0.10813140635996528, 0.10759962202200807, -0.07243625369867085, -0.03661399408348228, 0.02832820238823675, 0.16594371171959232, 0.2279507711393071, 0.20305382717164228, 0.06124479048479642, 0.06124479048479642, 0.07303025682412916, 0.07303025682412916, -0.04578804774671251, -0.02876401185377167, -0.02876401185377167, 0.06678772379933261, 0.3021207650342301, -0.15104939025125386]
44	SLB	[-0.0811702766331012, -0.0016827250216759975, 0.05977809667310688, 0.07113847422824093, 0.07400504404948625, -0.10259918000968156, -0.1410751380915849, -0.1410751380915849, -0.13491687674685504, -0.12715511906176713, -0.12715511906176713, 0.16307605795945415, 0.017964792536199356, 0.07439861016760196, -0.05511715542299914, 0.07325605515108943, -0.05300082517147736, 0.038319280934298094, 0.04025806766245815, -0.1881188364958332, 0.045358094299411615, 0.030870634721460802, 0.0784071887524427, -0.04439201474176349, -0.11095502878917861, -0.07394555593867726, -0.06868483003345696, -0.07891860933759165, 0.12188894946475562]
45	NOK	[0.5614035185562152, 0.5614035185562152, -0.2659574068742065, -0.2659574068742065, -0.1952380314435519, -0.17293234475469865, -0.07161803243833402, 0.05988025533631119, 0.07262569720786531, 0.24104235362477403, 0.3911917180054148, 0.5117187390860634, 0.5117187390860634, 0.5117187390860634, 0.5117187390860634, 0.5117187390860634, 0.5117187390860634, 0.4465291085381586, 0.4465291085381586, 0.4465291085381586, 0.4465291085381586, 0.4465291085381586, 0.4465291085381586, 0.31092444382753914, 0.31092444382753914, 0.31092444382753914, 0.1818181495165184, 0.1973094410121435, 0.20839585118791787, 0.1797583199081822, 0.06290950655791697, -0.08510636393215568, -0.07934510200261395, 0.060606073116546505, -0.046113356315334225, -0.013333320617675781, 0.07349086981982439, 0.06083650534804006, -0.06505104833620327, -0.06949806475915028, -0.06949806475915028, -0.11862248559635541, -0.14375001192092896, -0.14375001192092896, -0.14375001192092896, 0.02446480861549966, 0.02446480861549966, -0.03607503696864221, 0.21279998779296874, 0.08610274645242512, -0.011920549710493538, -0.21187580663345496, -0.08652253543431533, 0.04585533484059847, 0.12355219392507599, 0.12476009416664333, 0.005376381759594083, 0.03163441591010321, 0.13263160304019325, 0.07172129025096681, 0.03759394789693757, 0.03759394789693757, -0.06138935556190483, 0.0018314564056434463, -0.0017920702834053489, 0.048903873566261996, 0.02926826431664778, -0.15384609613320896, -0.38734176023288003, -0.38734176023288003]
46	HBAN	[0.0505529503188406, 0.06250001396983841, 0.05285712650844029, -0.007201712610645105, -0.005081320117836927, -0.005081320117836927, -0.006109925438593083, -0.0009017338813563812, 0.03849679946545286, 0.13922513155740554, 0.13922513155740554, 0.13922513155740554, -0.006289352186228403, 0.09943492913391935, 0.3326613069914133, 0.06076522312473502, 0.0045078485387538905, 0.047761221010612975, 0.0990565447135667, 0.06112850462225604, -0.047157594562232674, -0.3345615375057558, -0.33360329651610043, -0.2052909650306291]
47	FLEX	[-0.126582289517141, -0.09198811670823309, -0.10830854110180799, 0.12684360325433613, 0.1316425347512367, 0.050796835739002136, 0.04875968083480851, -0.08662747324678934, 0.01017573102750596, -0.032198659749793405, 0.12309169578952771, 0.12309169578952771, 0.10053310611722147, 0.05184662641095371, -0.019014049839154765, 0.12540538890941724, 0.029075776702360626]
48	UBER	[0.06335069000142449, -0.14144643613323762, -0.061903227400855396, 0.42516357220936507, 0.24086606792522858, -0.3001749269024457, 0.632911484089824]
49	ET	[0.1142493321444504, 0.09129187478973534, -0.014943216188909833, 0.32857145581926617, -0.02659574576015658, -0.07461081332605067, -0.036918165561326356, -0.05016907559928002, 0.06264772229094213, -0.0992084956424886, -0.07491860219058052]
50	LYFT	[-0.11003959743808951, -0.3476650673604297, -0.3476650673604297, -0.16071079260635526, -0.027830127758431567, -0.0013774419513174236, 0.08783791807366619, -0.02122450848014987, -0.4588607774710745, -0.15174466932962863]
51	INTC	[0.03764240756704415, 0.0061176075654871325, 0.16180757706758955, 0.08891923522365815, -0.0004182446234067337, -0.10816163102189226, 0.08797123088274712, 0.07636514366021008, -0.006819096438544814, 0.01852609463275727, -0.045369365892758945, -0.043707675762817255, 0.12759536041221195, 0.17676600396041425, 0.17676600396041425, 0.17676600396041425, 0.12867764316091262, -0.006637903226694292, -0.13963839641802586, -0.013968997273296587, 0.08470736844597893, 0.08470736844597893, -0.022540409296194785, -0.022540409296194785, -0.02920593598016311, -0.014782920589448831, -0.03879598201376595, -0.03879598201376595, 0.18570424201272723, 0.22094643117746526, 0.1815342431980113, 0.058841474087447054, -0.1353144995587124, -0.1732260973500622, -0.010403921340662968, 0.09628379543041803, 0.08588958570749697, -0.017004593167463028, 0.07529415803797104, -0.05715067459745399, -0.020662219319122516, 0.043931327711300774, -0.05134283271306837, 0.0006756481591422911, 0.008339029873542396, -0.02380949655078245, 0.1101778346484066, 0.1383480195396312, -0.03754977355253651, -0.022245316606400792, 0.03271844167358154, 0.03865811471568893, 0.13172378748856883, -0.03695946617205207, 0.12322579660723286, 0.07757706587210697, -0.08356726048473179, 0.18816787230024637, 0.21459228170476044, 0.06554848530469984]
52	IQ	[-0.13543787831348422, -0.0877726850631467, 0.2511773460886479]
53	KR	[-0.012319494657965571, 0.07818255520068305, 0.18738991930954382, 0.09982629661897081, 0.023274475197847238, 0.054733364038564866, -0.052931616581507315, -0.07730021746086167, -0.1960460692276463, -0.014400921152671387, 0.039518886716667166, 0.07506954795925627, 0.3009523664202009, 0.3192686118284409, -0.1350659068549217, 0.15066292052861988, -0.11810695563758114, 0.07194246393597346, 0.04988915033678519, 0.04751773462179915]
54	BAC	[-0.0846501161469877, 0.25452601728049673, 0.2244468035629836, 0.10687655298004664, 0.050914905239518686, 0.07125108799467017, 0.045703839547462065, -0.042105223997729604, 0.027869945905718504, 0.01829646695262856, 0.048317981024273024, 0.029620854553247065, 0.11815918081748156, 0.09744936092281743, 0.11795538729113376, 0.11795538729113376, 0.11795538729113376, 0.06973853527258994, 0.07858913797991476, -0.01972238950804963, -0.09123054671368493, 0.13947756510648252, 0.13132204810309364, 0.0008726203183724358, -0.03548127336832628, 0.15100929173467212, -0.06429070924643537, -0.09619762586238254, 0.12660258545991493, 0.08668533850175057, -0.30674315910364136, 0.030937230179150198]
55	BILI	[-0.026230456281860815]
56	EMR	[-0.04085909086579506, 0.022188287857587745, 0.06959705996242183, 0.27697001740947697, 0.0658342698080643, -0.007482553500273385, -0.06409229305847954, -0.047903250731513865, 0.061364623904402796, 0.061364623904402796, 0.08423361763091348, 0.023164883179245043, -0.03902099182555725, 0.016691059131938028, 0.16182003476947182, -0.12466878734969555, 0.12309296518709362]
57	YUMC	[-0.007874052914156224, -0.0692904621154483, -0.09297437733533852]
58	FCX	[-0.12513540522791267, -0.050323693570012214, -0.03867236455124048, -0.08491121291913846, -0.08959160625891792, 0.020053935549313555, -0.2303216543237167, -0.2356957069588275, 0.08269442551777569, -0.2134038839269045, 0.35567012209734605, 0.07558643512239097, 0.47333962752459413, -0.07159901673671912, -0.10444272490695543, 0.19223421367003196, 0.19854407821568604, -0.04899137537642651, -0.12648718998046013, -0.17239143193794035, 0.09519935556757628, -0.05042015582265884, -0.0666667296721749, -0.07104316276827986, -0.22329248456208395, 0.44866065702838276, 0.13191884548400026, -0.1327160695961491, 0.1515150982096053, 0.15303428220154333, -0.01242944696159376]
59	BP	[0.05221528092148282, 0.048822602653592034, 0.04836992207548142, -0.024009812844985278, 0.005697388843547204, -0.04837772720831463, 0.10704814311482046, -0.11341175752527574, -0.22300174524073263, 0.12463952270936651, -0.20314220451656806, -0.2253558821597683, -0.02112081203747062, -0.027126281464516094, -0.027126281464516094, -0.0726090576064764, 0.06394553671077806, 0.06928274711056046, 0.0910459284013739, 0.021699797650322476, 0.023411440077610594, -0.007003714257876048, -0.0694249062822127, -0.013216927667439055, -0.07272277509519225]
60	HAL	[0.25260177759363933, -0.029707962459999463, -0.04170805253448191, -0.028965233326071062, 0.04569899389685699, 0.04569899389685699, 0.016268473609734956, -0.38199160741943194, -0.1943891159837263, -0.2124802221805063, 0.0005251219040146882, 0.03197669841071291, 0.18089304996201583, 0.19671585266624783, 0.03327672595369289, 0.06925756904754211, 0.2071269247440967, -0.18898471463004485, -0.14233575448273922, -0.15006640077408467, 0.1514370192623944, -0.07572816121281202, -0.7592217252188677]
61	FB	[-0.06034083469304776, 0.09645178826085551, 0.1459320432113413, 0.1459320432113413, 0.1459320432113413, 0.2657246937918759, 0.14610635813991896, 0.14610635813991896, 0.05033802415454195, -0.16865916290876884, -0.15645216015007843, -0.11007101025818655, -0.13362540814058366, -0.08677839443585565, 0.5832993946984253, 0.5832993946984253, 0.5240444696806433, 0.6828372451603848, 0.4633293913315336, 0.4633293913315336, 0.4633293913315336, -0.021057063900956356, -0.028689357435710935, 0.15972914965146537, 0.15015077830559045, 0.3229100371659127, 0.2569731664156714, 0.1088573131054647, 0.06758689859961935, 0.23397223629061664, 0.042539038968921736, 0.09752086747055237, 0.0983323291901825, 0.03626038211822319, 0.14321102099663566, 0.07688728520020786, -0.005567611422228853, 0.020387056573505622, 0.0122026922690325, 0.04531157657984151, 0.14198227304436703, 0.05718295476315544, -0.24369482120530833, 0.09762556848839288, 0.1475257484137263]
