	symbol	returns
11	SLB	[-0.03284096952936168, 0.03295479152954227, -0.010977188828840113, -0.03864306493118385, -0.04407407831835797, -0.03035221828104965, -0.02544302188369528, -0.02544302188369528, -0.008076013418311382, -0.0083811898512606, -0.0083811898512606, 0.07775723872723972, -0.001311283389980202, 0.03578859211718315, -0.04771880628854032, 0.010099649588268526, -0.016915154935695512, -0.0012322092040800902, 0.02980938471771827, -0.07645066304209075, 0.012287700401816332, 0.030720745080710026, 0.057570545992153936, -0.07698906434387086, 0.0744382482995129, -0.003470295157371032, -0.12668530573036216, -0.011742226043632762, -0.02488834342207556]
12	TMUS	[0.08562372265860607, 0.04383826538864712, 0.021606146125605862, 0.0015128217613758304, 0.001444528978232186, -0.06885480763100024, 0.06518121397952724, -0.13742948499546687, -0.07590010244497596, 0.04457655124585929, 0.04457655124585929, 0.12082364561017483, 0.027081896149841925, -0.011391592890992088, -0.0003060629172908739, -0.044725019753078965, 0.09553568703787667, -0.006356958424586574, 0.02753337564842239, -0.0020427572181337906, -0.007939209706857917, 0.005345801730060146, 0.04092756502628236]
13	JBLU	[-0.02083341197834762, -0.028680706466613876, -0.018867947676486186, -0.02825743038813647, -0.02045457969027043, 0.08128077053127529, -0.007069850915152799, 0.028520471230697977, 0.10267858314929808, 0.017170329175483733, 0.031016037435438293, 0.04335116219588683, 0.04335116219588683, 0.020093472562655736, -0.03847957369190653, -0.03408540984508721, -0.06116505852180669, -0.08578196365967586, -0.037772338678250784, -0.010909043349228896, 0.053278679828861246, 0.031693986223314055, -0.033525373731423336, -0.0015798150082727105, 0.0210715509488284, 0.03404262356220909, 0.017680715584060317, -0.17383353331699958]
14	EBAY	[0.013294015556487265, 0.013294015556487265, -0.024080295067052334, -0.02606584338022391, -0.007075891064114159, 0.0052123390828757365, 0.09021523497872376, 0.028720166371579193, -0.005697991214194793, 0.018312240120660243, -0.009887797033324814, 0.003894840369086695, 0.036083470049250596, -0.06019246331393581, -0.026240062628208993, 0.0360973900095977, -0.011094716503389918, -0.024767778822193887, -0.034411562917335076, 0.07478986307801612, 0.05260389205470408, -0.029119659994218536, -0.016902050600781718, -0.09389217171126497, 0.20141111987912377, 0.051334194055741696, 0.06358820060166909]
15	TSLA	[-0.07807491616336124, -0.10018439266011939, 0.1861812848869825, -0.11460259623389797, -0.1335050661208714, 0.12013549477470027, 0.08682141946059396, -0.03004719577037141, -0.009794880738786156, -0.10650427645669558, 0.058563822732794944, 0.057110373931742044, 0.11799124651868129, 0.022481174556206535, -0.0022026908574489692, -0.061012826314911554, 0.03753854596055823, 0.1895595746999265, -0.03104081317810351, -0.1189764399046169, -0.057952963479870195, 0.042183368665753396, -0.4029992870730994, 0.4506394945717287, 0.12608731892052671, 0.02225740640470297, 0.46034795620185964, 0.12517429956465734]
16	MO	[-0.0017616374301754189, 0.03839066177145114, 0.009480047442233878, 0.012224351491075265, 0.02935004888512258, 0.025259192683489636, 0.0671747014351049, 0.018106924060176638, -0.010158590883619385, -0.014724070019682468, 0.02128326412951297, -0.02561984365625815, -0.026374821627578506, -0.01639639945883105, -0.003051483965877392, 0.0018181849007654672, -0.055160555520531104, 0.010376698972983373, -0.008695625295997145, -0.039553909145835245, -0.04133965935612863]
17	PCG	[0.011773351406595918, 0.05784934508020037, 0.013154598343347743, 0.006888038592535356, 0.03048088611910158, -0.008463275171521187, 0.06839225523342825, 0.04205320523834782, 0.04205320523834782, 0.005817470900784351, 0.04814674150586668, 0.04245027501622767, 0.07978519171670743, 0.07978519171670743, 0.06049684533287014, -0.02266999985586786, -0.013463365979631572, 0.015029119368016442, -0.0130064091792187, -0.004041664188317029, -0.004041664188317029, 0.02591698521442403, 0.1341358083053962, 0.1341358083053962, 0.024303084928550774, 0.01747460371713654, 0.07977528860436295, -0.0808356334987235, -0.004578772013326987, 0.17254900464824602, 0.2060201282057252, 0.02999999306418679, 0.03265665384382939]
18	PENN	[0.05950654072475082, 0.1027916968845289, 0.03461191096999097, -0.04874839986269101, 0.040274229987671696, 0.04773087817661049, -0.03862398318862654, 0.004999995231628418, -0.008348318018814168, -0.007057189903409012, -0.05777776808965774, -0.0007168622952377469, -0.0036961047711679077, 0.05844478821014844, -0.11357631187900337]
19	INSG	[0.07608694736696163]
20	KO	[0.030753478955961755, -0.08913338884371509, 0.009254850386738251, -0.02393745908914083, -0.015302338630978568, 0.0009496893765840798, 0.027568379394486, 0.027568379394486, 0.005337654709256594, -0.020935687107146703, 0.04298302283407501, -0.03721038199415335, 0.019621793050234693, 0.01889509159151854, -0.04062959819731815, 0.041019162477496283, 0.16693291343227373, 0.18301640725919954, 0.11776009707538047, 0.14459234823970127]
21	CNP	[-0.010972534749420042, 0.009979982357977724, 0.04856034114900909, 0.029638711914687692, 0.03689723885498625, 0.020663462791039217, 0.017988901483333045, 0.03779473463317863, -0.03273698497776018, -0.0018141958646383162, 0.006082292366852397, -0.041296898156303385, 0.0034083292757210904, 0.05027172266944061, -0.02084759417566394, -0.015000002724783761, 0.054035119843064694, -0.01687924851894306, 0.019458231464951504]
22	ABT	[0.017768175095363943, -0.03015083742237051, 0.0063856957919847124, -0.07284270648306806, 0.009588625868690673, 0.035329861072372584, 0.027319728800663155, -0.04082529750409456, 0.04797247270742303, 0.022082576757426555, 0.0008504717857104389, 0.0008504717857104389, -0.11274042758775668, 0.04028994271651976, -0.025253243342542184]
23	EMR	[0.0029683633243670965, 0.039632808381943725, 0.00948068580382724, 0.07504692328199954, -0.03197129061469018, 0.042733616908991495, -0.0038455644777052305, 0.0044753296017210845, -0.016028133376858884, -0.016028133376858884, 0.043839036854324255, 0.04372371009714527, -0.006153880299388112, 0.014641287779185002, 0.0499487175739308, 0.01115608788134871, 0.0026921971811635433]
24	MYL	[0.017049972913682338, 0.06851996622036403, -0.005494526224051414, -0.018709393205598213, -0.018709393205598213, -0.004445658372925945, -0.0732767691270371, 0.014273726152136278, -0.013770712127297071, -0.04759450797420923, 0.011387226924339073, 0.0009845975491164193, -0.05621097226248259, -0.056228787910866995, 0.030633928693005893, -0.050233374024833334, -0.025200380857996686, 0.05764971929339569]
25	WMT	[-0.030829307393117605, -0.006463499268560332, 0.01700448869098753, 0.009446755628222994, -0.026056979073591353, 0.0017903491574883122, 0.013098902370510195, -0.0014075453795937705, 0.005699138432039638, -0.041326854551890904, -0.021175074443035992, 0.025732342535390116, 0.013203008249955132, 0.045043795839927174, -0.025621954588212453, 0.0054509797490311426, -0.0005061037470982432, 0.0220517291952708, -0.017635715809782675, 0.0006180218115174935, -0.03150643946101276, -0.007543145167016322, 0.013186613355207391, -0.03412711405266508, -0.0444537270343722]
26	ODP	[-0.034398058722200656, 0.10912702279716842, -0.03558715539817855, -0.006000041961669922, 0.042553150279516956, 0.10479796915537931, -0.0010846234915629304, -0.013544005666935368, 0.05726877336265777]
27	DDOG	[0.10404020471436963]
28	ERI	[0.22781067860192922, 0.1136726634588149]
29	RRR	[-0.06809073547178783, -0.013478049994101573]
30	CLVS	[-0.10607943677930298, 0.05322536533187819, 0.05189165649079759, -0.02578480873805154, -0.07034631918463242, 0.0420799560546875, 0.034653465346534656, 0.06543013404311823, 0.05074424881048809, -0.003507062381829912, 0.08479943141950831]
31	MPC	[-0.02431080832003116, -0.0233770764753158, -0.025168796310099918, -0.0073571606548457095, -0.017087132063249084, 0.019988299514590382, -0.03771432059151786, -0.01688686007086178, -0.030531534908723113, -0.01813340469322888, 0.12482322882367371, 0.06389857588590947, -0.016144980865680867, 0.04833042049243283, 0.04963382087637316, -0.18142293640326507, 0.028670945969289846, 0.008488160830226544, 0.029522909671590967, -0.021374344096504676, 0.03737539955904444, -0.009424163906108214, 0.01715246086344004, 0.0020615388668545325]
32	PBR	[-0.020501065714788155, -0.019230713944195777, -0.14258314878251951, 0.13844719869087008, -0.04828388004186625, 0.13503645019691285, 0.07709754293697099, 0.0340658739502509, -0.059668502814603716, -0.08145576979987797, 0.006472485916521551, 0.11745342358100637, 0.02481116837957676, 0.008412189461688467, 0.14121040236078827, -0.03311252960270125, -0.0678593146158216, -0.04554653887173573, 0.007152123267799125, 0.007152123267799125, -0.08063566239053092]
33	SIRI	[0.01843316149616992, 0.0, 0.04347833598569212, 0.01749269434745705, -0.028720599813846753, -0.04273507002136326, -0.028481060171943552, -0.01265821562346669, 0.0910714709941229, 0.0502215884114906, 0.013559308883548851, 0.020905987313805052, 0.001745157419091012, 0.031307565684759696, 0.0364372117922407]
34	TLRY	[-0.05236959387071899, -0.12556243379862236]
35	BTG	[-0.08391609032863334]
36	RTX	[0.007114370946985022, 0.045387108280610634, 0.011995376050747105, 0.022467908617615107, -0.022444111620335994, 0.018727045570451552, -0.009308553326941447, 0.053371003085653, 0.023105498400969773, 0.00700083056875857, 0.03866454974289972, 0.005780755199222969, 0.018128692493349193]
37	SPLK	[0.10088751652217894, 0.08797218015921612, -0.02396027656210012, -0.17117249802428336, -0.1010431312820785, -0.052419984950760314, 0.20892920772928125, 0.0370554923716831, 0.02657435209895284, -0.027197861885070715, -0.0399456436456859, 0.04633734221714244, -0.01970625055679641, -0.0004445533900312018, 0.05376340929837796, 0.022731525359352297, 0.14380807236982882, -0.007411127414938899, 0.21524554204831503, -0.030599831023642776]
38	BILI	[-0.026230456281860815]
39	AUY	[0.06055044330397572, 0.0, 0.004413079529704725, -0.0351603050574325, 0.02011835267825048, -0.06198827147928268, -0.09803920382384898, -0.032608728750215664, 0.1057564204656982, 0.011547388363939745, -0.043478279427666154, -0.06714627488415259, -0.026666641235351562, -0.07399575120955844, 0.1346154445727218, 0.08030594163713786, -0.14478116586362955, -0.10982662145993204, -0.04870125346248809, -0.10031353163679957, 0.17573214202524304, 0.015873000855468576, 0.14545453419510815, 0.14545453419510815]
40	AMAT	[-0.019607840608587362, 0.0013115054271260246, -0.03072980446562581, -0.024198103213211516, -0.02396258520084793, 0.0383386653782705, 0.0017422002230999866, -0.017494039648142418, 0.08102660468055847, 0.05526082907264662, 0.02681516603414925, -0.05594038992017589, 0.07328764841556161, 0.04409058889885714, 0.07294825531524124, 0.0061378261989369996, -0.0027932712858957606, 0.02155537752201714, -0.004336530086109431, 0.08407910467585036, 0.04739333658757741, -0.07177704942611403, -0.11540014424613278, 0.0445026368844669, -0.060000040444983055, -0.06908666768689715, -0.06268480847369622, 0.013619030400512044, -0.060747669583297505, 0.03936876721795567, 0.11939044051704094, 0.04515754098343832]
41	GILD	[0.011869441338959385, 0.007413997359125453, 0.03760643799655125, -0.0522614747277067, 0.07242477187720298, 0.05046244479666684, 0.0027821145995462976, -0.0469294177967597, 0.014252704795811318, 0.05295816059522533, -0.017432824889225745, 0.03393081791205309, 0.03099523836486763, -0.08471797263434533, -0.08191088842808165, 0.005860828218005952, -0.06468843489087306, -0.04064308176207783, -0.016894395931168895, -0.04635559644378538, -0.07689370694928546, 0.05077806595999827]
42	UBER	[0.09651080278656982, -0.12024395448599752, 0.055647036132919526, 0.13466718087044524, -0.030784839778517845, 0.017745636814680932, 0.11017348288210484]
43	ET	[0.01210447426156769, 0.09071773547304875, -0.046622818548321815, 0.28000000544956755, 0.0063830236225137765, -0.022007507562079694, -0.009630834672678472, -0.002818446319370803, 0.02777773707063942, -0.08284968543343313, -0.006514682670004713]
44	TWLO	[-0.018149474091044875, 0.028274838692853185, 0.11980041198731514, 0.01496424838146824, 0.08254304313830475, -0.11969699281634706, 0.05175500325485764, -0.03099525805675793, -0.07384241121475257]
45	EQNR	[0.06800619342947854, 0.004805618754245496, -0.004504512244739374, -0.051415333166215355]
46	IBN	[0.1353955444716975, -0.032183937289973104, -0.033057820532113126, -0.18726110495903425, -0.07011493518308733, -0.07011493518308733]
47	WYNN	[-0.029459605367298965, -0.010229404651134597, -0.07805365359178627, 0.001871405408328108, 0.07041835555667625, -0.06868216036568695, 0.03765757956413554, -0.012210716450550826, 0.1234397012108504, 0.11941896695324813, -0.01684208920127467, -0.00600058492789005, -0.04074509607130597, 0.02990736158168019, -0.006770662611082461, -0.009879545035611195, -0.018256510772834904, -0.06993011867296385, -0.012212722683123367, 0.030475326708814286, -0.009916551827474751, -0.016637925858194923, -0.07510199514376063, -0.021397256348073403, -0.08464103081039703, -0.1675925062643337]
48	COG	[0.01052928111301448, -0.0017382591017756862, 0.06981711194718597, -0.05885782271927896, 0.007151570480419668, -0.01136357294841429, -0.018921807213238204, -0.0070551464471931575, -0.03948095684652827, 0.003736626904196167, -0.009211384400129, 0.0437262526804931, 0.060781051907999074, -0.06608988127041426, -0.04317992803890751, -0.05553975303448243, -0.02435831057470442, -0.0038979687965756257, -0.07185073914947086, -0.030633765618683795, 0.04275249052286127, 0.0003920121047476083, -0.033814246604179934, -0.026127220558148253, -0.0612160953893726, 0.01355662494506296, 0.0008140194551115547, 0.01970617126719706, -0.032168810449130135, 0.04003518986972129, 0.04853477374251667, 0.049140080228925576, -0.06375840805515566, -0.09200200725271095, -0.10782710297448245, -0.021052585973875347, 0.026184423003289107, 0.17427894424581322]
49	AAPL	[-0.06855741149811999, -0.06338649654158804, -0.10001006270749858, -0.009075876840144116, 0.04527166369261396, 0.12870296754488492, 0.12870296754488492, 0.1312090407029603, 0.13580485698448902, 0.04225113341404709, 0.056162187857684696, -0.002760152990962841, 0.04334182642772128, -0.002551053072536711, 0.004586953978102688, 0.005805138106248812, -0.017716817700994474, 0.00578269395814229, 0.04325690770135215, 0.009231086633562872, 0.01264905401041964, 0.023312696988460238, 0.01950110162509432, 0.026129533855212893, -0.009231287826702126, 0.05330633211077199, 0.015451766120235104, -0.020960845731233062, 0.029331162340942647, -0.005202047297209112, 0.008032173260517507, 0.05692084297290131, 0.03507766715130946, 0.03894808968938708, -0.008115906646286232, 0.057658062729974556, 0.06791508982556875, 0.0013327683146534591, 0.03588441842171921, 0.05689076685745072, -0.014583495836882536, 0.04962678061104963, -0.06974330346428287, -0.07025937580865214, 0.05665521408139102]
50	TWTR	[0.11151428624421462, -0.040522271752792494, -0.00657068493392672, -0.01653662377264642, -0.10135529657923696, -0.07123282660371158, 0.030515715167257068, 0.05393681862981885, 0.04737928494025995, 0.04529414457433364, 0.11733111821323328, 0.0013199375831758563, -0.053779652371493514, -0.053779652371493514, -0.053779652371493514, -0.013986045749402723, -0.03587264899501669, -0.09570577303648517, 0.00815296367768993, -0.026240636325966016, -0.02059140897571655, -0.12305081900903735, -0.014393721219901436, 0.10657193750102906, 0.10657193750102906, -0.12374478452614499, 0.047541031448323876, 0.001666704813639323, 0.024604574329388722, 0.04020390701902143, -0.02010968475164833, 0.015010399591519367, -0.08210335154933364, -0.08210335154933364, 0.07065502229797843, -0.027147490600048164, 0.04315966597478681, 0.019041586071452028, -0.048052785154310135, -0.005765483721524405, 0.07234881379551786, 0.07234881379551786, 0.07234881379551786, 0.07234881379551786, 0.029180996966974623, 0.13612002490524416, 0.05624226392140498, -0.06406771923413238, 0.05455037872950283, -0.3117663697253047, 0.1498483785884629, 0.07099881412340768, -0.07573584221558051, -0.0023333231608072915]
51	SQ	[0.049019585436334036, 0.01078742425645299, -0.027441496623615853, 0.021222411346943568, 0.03238863207894663, 0.03238863207894663, 0.08939396380502475, -0.018658874748805516, 0.24483556523774583, -0.11226797306951539, 0.14996954288592668, -0.04920362769465887, 0.027918829780802283, -0.006489162484956778, -0.18548695887646677, 0.007824533318562555, -0.03075414747695503, -0.03075414747695503, 0.03146445302284911, 0.023355296076665377, 0.0029249317922964936, 0.010502945273652056, 0.036119947498745475, -0.35713430315970274, 0.22959983373275508, 0.1702500343322754, 0.08874965825470069, -0.039702195850156885]
52	SABR	[-0.01992880634662443, -0.0016673200733776665, -0.048348504470628106, 0.08451758594713449]
53	FSCT	[-0.08181818181818182]
54	IBM	[0.0648195797550201, -0.009427549448329783, -0.09617924240400207, 0.023526255337918384, 0.029067619420331897, 0.010975467517200327, 0.010984861399492465, -0.02173917536405221, 0.03381917108068211, -0.029825075371092136, 0.006004752150688052, -0.028823923880976012, 0.010663244124353145]
55	SBUX	[0.029845519491991615, -0.052089003805865924, 0.008476252888939521, -0.04740361605387277, 0.01061451930588423, -0.022182972350921815, -0.006618015366160956, 0.012430390298390022, -0.008117475176697012, 0.008488653561751236, 0.05535177926245836, -0.01637232118571681, 0.020240446706387423, 0.05707196205938267, -0.02551551887349806, 0.003514313136959526, 0.022092124455627145]
56	NCMI	[0.07682034413435837, -0.1198214920997897, 0.07611147252196325, 0.07276821249666786, -0.0005963165538976674, 0.01974057476064549, -0.042324704960395705, -0.043003856198644365, 0.043827640603399304, 0.01139236388155341, 0.0031948850152176554, 0.10575432711193074, 0.10575432711193074, -0.14736840784384586, -0.5540720939607331]
57	A	[0.020794439859333047, 0.011573163833917939, -0.03720378356492854, -0.008258352028470226, 0.005856556396967195, -0.04461542765299479, 0.03674256662728474, 0.0013195041626940722, -0.024023491403776832, -0.0014530215463886352]
58	ZNGA	[-0.08215965357894252, -0.08215965357894252, -0.04971090988030891, -0.1630615610235702, -0.06694563966854034, 0.16788322501675673, 0.254966882711795, 0.1547085316858289, 0.06879600028539933, 0.10699587790967546, -0.02545452117919922, -0.0945945837098897, 0.06250001396983841, -0.005555550404536735, 0.058659229782770037, 0.11415524815889694, 0.03316746306904246, -0.012759158524627803]
59	GLW	[0.010886496660990352, 0.07256045889631803, 0.02795028365517003, 0.04122011502743052, 0.02755906053817019, -0.05320368017909, 0.028389618944798363, 0.13657139369419644, 0.0318883607065268, -0.015473872828915257, 0.052128533089846725, -0.057416214234132436, 0.006721046095113424, 0.033631434742405576, 0.0034022945939132057, -0.06963793908125895]
60	HPE	[0.04016619869072794, 0.11139902760434656, 0.03896109190453451, 0.08411680392388333, 0.002574045787985548, -0.05695448114858063, 0.08093645843373759, 0.033187208773278055, -0.01947298184807017, 0.06694125808204604]
61	CHWY	[-0.059636341441761366, 0.14714344163305418, -0.03795722563302849, -0.06184207843281192]
62	RCL	[0.06454312526339956, -0.0005954289274431864, 0.02404374603287102, 0.03373819232767066, -0.035041843456362964, 0.08211779789132358, 0.08211779789132358, 0.04329341799090187, 0.004471871562324892, 0.024597977091605428, 0.19930835523567214, 0.17518628956401666, 0.11007678799372778, -0.08015951549518104, 0.05509399133756262, 0.15246631861878995, 0.05044106650022753, -0.012191891447666262, 0.0008757624741268266, -0.16457875002740846, 0.018479934183069324, 0.03688561081495764, 0.0566142304234037, 0.01808491880860023, -0.011536912790509439, -0.02113688134260325, -0.02702910156563261]
63	INTC	[-0.032689441800597525, 0.0, 0.05393588991576989, 0.09211128270193977, 0.0054371003322823104, -0.012678276455073136, -0.013465041973225723, -0.00127989274581789, 0.0052145671550438005, 0.05804857119255064, -0.06636672113611897, -0.07008291432512201, 0.020762595287329582, 0.030465343884987454, 0.030465343884987454, 0.030465343884987454, 0.010669250580344578, -0.013275696361120255, 0.013908205546283206, 0.044943805907092835, -0.027481421696833565, -0.027481421696833565, 0.005787347429547205, 0.005787347429547205, 0.0006084715063458948, 0.002463751566058289, -0.029765866254288106, -0.029765866254288106, 0.03258578724575926, 0.10438413444299346, 0.1287747678095951, 0.05091469580754294, -0.017888024657076215, -0.0022982426859675803, -0.09424724280734635, -0.018918900632614696, -0.01908655293217471, 0.036298254189695865, 0.007941189934225643, 0.016133447019727316, -0.07629141902292011, -0.027879411730898286, -0.06635072375293899, 0.04279273977218698, 0.027270744383552387, -0.12064823598489904, -0.03203749626187231, 0.0703012961839111, 0.04267020708387769, 0.007276555091923104, 0.00746596718824316, 0.04665635119150179, 0.026471833284323388, 0.002095576150446597, 0.007956966277091734, 0.028161533446166214, 0.06391410372662852, 0.11507630923099928, 0.13928996172725866, 0.03303098228813153]
64	QCOM	[0.09161146957912297, 0.024822108099038453, -0.011471730358195755, 0.00041088588438745454, -0.10845586568151484, 0.003769785872534136, 0.016779621219884557, -0.017908789537461046, 0.06037019092583519, 0.06037019092583519, 0.052494621773167334, -0.050135216615605646, 0.08688211883292303, -0.04087595695996807, -0.03055561287516069, -0.026775377395232385, -0.026775377395232385, 0.03208957592664052, -0.011808315834288723, -0.007846887031810705, 0.01801802326563493, 0.05464394524267675, -0.018224542138219644, 0.005020450095950688, 0.038542854915585414, 0.04658465776585217, 0.039906934495546234, 0.08915016766722875, 0.08915016766722875, 0.08915016766722875, 0.0811115709906142, 0.017642974605166523, -0.010098660311931396, -0.010098660311931396, -0.09486332324519055, -0.06618207981954939, -0.005799003609732341, -0.08476701670718813, -0.12538159449352698, 0.07493626321653182]
