	symbol	returns
10	SPLK	[0.12244162739230441, 0.016419645807082148, -0.17766728160168538, -0.3362696963306133, 0.07363473785562358, 0.10668234540701114, 0.29029764148644605, 0.10850778906917458, 0.08181668551897546, 0.03763606754381154, 0.053034146435089975, 0.0474078376365888, -0.006242283058578624, 0.013891975476389875, -0.02939728989041655, -0.06800674362231415, 0.13861963603718125, 0.007916476825986769, 0.16874332956119767, 0.023439620224761024]
11	PENN	[-0.002902732486657838, 0.050205633598398566, 0.07951185015558059, -0.07839265547655318, 0.14738648292922985, -0.15492954488317526, -0.06397100093330012, 0.031875014305114746, 0.045915351028341815, -0.05010585986762166, -0.12761906215122767, 0.024372771128073678, 0.008213505234399043, -0.0752848151340883, -0.0058109143464454395]
12	KDP	[0.024178364699623568, -0.04360856635706327, -0.19251883392268707]
13	FITB	[-0.02400551325796995, -0.06009787457257098, 0.06587708175946484, 0.06202616156675477, -0.04548252636584094, 0.05798527189465137, 0.05313096979539705, -0.03896741927191312, 0.054267687644219374, 0.08277413417515542, 0.009551043480898413, -0.017717568688154668, 0.017987974681694524, 0.0072159257540134894, 0.052840925285145904, 0.014385812647290087, -0.0011981104452318267, 0.09535857589790647, -0.03825648594243958, 0.017129153506407847, -0.06523202921950383, 0.07729276564871893, 0.06542056074766354, 0.1363128415423794, 0.025129138339310568, -0.33320372953410043]
14	LOW	[0.10949164648400644, -0.07581898457636328, -0.14387788806273596, -0.03211326669788083, -0.004116088113887556, -0.004116088113887556, -0.004366828957883826, -0.046852703807524786, 0.1171139168113985, 0.03148093401878613, 0.07650032010138073, -0.01309396863832819, -0.018231835119413106, 0.0010452395632117597, 0.037334757958262146, -0.032303915489297653, -0.02067153009505583, 0.11642999633568626, 0.08312881220397017, -0.10083094939982715, -0.09785849149823334, -0.12543559400988552, -0.14692564702508432, -0.06899718796325419, -0.01615910271869413, 0.018057274616266966, 0.0613744148074646, 0.016685940475418208, 0.18018908921082316, 0.013345495842979168]
15	TMUS	[0.12632132029655843, 0.07939596231123822, 0.07949444765618895, 0.03782148183816753, -0.07908994192195852, -0.03745990434133088, 0.02394417120087483, -0.10715342386927171, -0.07914370872837506, 0.052748888271527655, 0.052748888271527655, 0.10839164492370716, 0.0748137784691468, -0.004310326096722543, -0.030293750363318394, 0.011983765862973427, 0.10928569521222796, 0.03732682921733602, 0.036493936539423295, 0.00062854990432087, 0.09898643108333857, -0.01720679533569463, 0.006842383781755229]
16	SU	[-0.031787696806222954, -0.14157878477329922, -0.00917148411670105, 0.1135823807149186, -0.07299024923330742, 0.16259058718263442, -0.021631226732207312, -0.021631226732207312, 0.022373558062376238, 0.01145553062978235, 0.0065015197966848985, -0.029079583075753302, -0.03652017610128429, -0.03652017610128429, -0.06373373885739379, 0.03158536522596437, -0.015759814961666434]
17	ORCL	[0.010100984153336955, -0.008605829942856143, -0.054404790273817526, -0.07138844251858352, 0.03466013454425782, 0.031258416284922826, 0.019655457201798694, 0.023408996304831623, -0.007814400216417694, -0.0007677224306140959, 0.05546092788728317, -0.010662936740398617, -0.008287219314803423, -0.06910470549864778, -0.011758577411988595, -0.013121195552970298, 0.009617740986095968, -0.006277120546280882, -0.03635566914059449, -0.03635566914059449, 0.013916516372900846, -0.0011797359923508045, 0.01415286647587524, 0.06811989231535577, 0.09755547116472998, -0.04372772149661123, 0.05990118850822885, 0.1763417079514667, 0.10428299006584359]
18	SNAP	[0.08365652591172854, -0.015151463815382996, -0.13575520826843557, 0.15320123829377488, -0.02208834892735574, -0.1320481817406344, -0.1320481817406344, -0.1320481817406344, -0.07065492393033053, 0.3090569941948749, -0.2436805096651369, -0.26695371681990987, -0.02228410184365306, 0.3810290100223968, 0.3746177100238025, 0.17345747900473263, 0.06560290268708736, -0.050675707241319874, -0.03830482880963729, 0.024866760859648448, 0.024866760859648448, 0.1520294787413329, 0.07367076217152074, 0.08968307016509305, -0.08688248913212065, -0.08688248913212065, -0.008160710103607463, -0.1824123415770158, -0.1443662476320447, 0.03719007884495594, 0.05193855407347297, 0.06286977803372114, 0.15022757939229964, 0.15022757939229964, 0.0032258187570879536, 0.15043077765472213, -0.06739631538931445, -0.06739631538931445, -0.07953952952467795, -0.19823528738582835, -0.19061373795013598, 0.26871402785351345, 0.26871402785351345, 0.2903865471621715, 0.02763076466962446]
19	JD	[0.07553551983384492, 0.19558358883313923, -0.017789460311018523, -0.07114046576795366, 0.07844628514803706, 0.02036854686552261, 0.04645733122859987, 0.044533535944938925, 0.030383778671104675, 0.04361371600905281, -0.13049225976890774, -0.04897093872145102, -0.08015770339187862, 0.12016155519472932, 0.0678175356372585, 0.08180153289124606, -0.025808000927451745, 0.11551500603488116, 0.05448431363928803, 0.0437147059727019]
20	CVE	[-0.03115355887036006, 0.07016461348860885, 0.02995863996063401, 0.10053109093971795, -0.0532810301180299, -0.1647915173854958, -0.07582136707728225, -0.10327870890005626, -0.06351354877995738, 0.12349392947042255, -0.1267857232568217, -0.028855717049675232, -0.11257603400883977, -0.07541327199342358, 0.017502984544466374]
21	EQNR	[0.061437411288571026, -0.08213190086919771, -0.09509507818124853, -0.01848640697267621]
22	ATUS	[-0.18771925098751305, -0.09573461712055989, -0.13228210546894417, -0.08730156888006238, -0.18877364708321243]
23	ABBV	[0.06719451028824698, -0.009712658033604535, 0.029929872872813124, -0.0805369171574591, 0.027167827295726837, 0.0660130237004271, -0.04114285423642113, -0.05332914186105342, 0.017069159831452307, 0.01703729312895323, 0.01710328943527035, -0.0029888603243186135, -0.003970538868623621, 0.06279171719613276, 0.03487224561414847, 0.050249916007609814, 0.08000954151234606, 0.03634517416129245]
24	BIDU	[-0.008548869164819742, 0.293689020428788, 0.08057216640434119, 0.08057216640434119, 0.08057216640434119, 0.09391655657594489, -0.03762932814511694, -0.020044445356580037, -0.011520002309218407, -0.011520002309218407, -0.13698096464829282, -0.0824204562760913, -0.14978763316581242, 0.0038057522757990233, 0.11064740619782056, 0.1068683226398847, 0.1048733235170991, 0.009434398419458829, 0.18274787368826212, -0.030927850496524897, -0.0876740486391129, 0.1619263994408004, -0.0855893186907598, -0.09112017954176556, -0.01123281469873711, -0.013865010447840515, -0.0035343628459720508, 0.09521389958023291, 0.07351254554036452, 0.12214145978173531, -0.018598751233971374, -0.10046954690069573, -0.10046954690069573, -0.06270068811553951, -0.06270068811553951, -0.06270068811553951, -0.06270068811553951, -0.041532259108043194, -0.1916038754065573]
25	SYF	[0.029449833613149817, 0.054586643778482394, 0.060122791132209225, -0.06338896807013475, -0.06465924112550862, -0.03864277553203072, -0.013650013251985064, 0.0311681146463392, -0.0649086624678558, 0.05896148095108261, 0.19017437353156258, 0.0664207140240674, 0.06451608401721752, 0.06779105580315617, 0.03509320004165365]
26	IBM	[0.0818855170367986, -0.021492740671395658, -0.039481109043337265, -0.024598132082232604, 0.0931672074157371, -0.028250363459054014, 0.028523230749040635, -0.03494516818458856, 0.03236790615320347, -0.10613693770704319, -0.008867506365286585, -0.1345557272894801, -0.09932263092999817]
27	A	[0.06238331957799914, 0.011377022698916663, -0.026303331523310738, -0.01165896438145566, -0.010492930941412001, -0.04641029162284655, 0.058444292060561065, -0.009425070823576973, -0.024677207965716475, 0.07071361261261871]
28	WY	[0.03298778442932927, 0.09701490792213585, 0.05298310697084151, -0.03626372889323053, -0.009765600383009521, -0.09795406399492004, -0.054325920471620416, -0.027147797428566354, 0.03966008669656062, 0.082870873629865, 0.051919563308526644, 0.07402720997802174, 0.08052198219293978, 0.05042013585868979, 0.05743590786925748, -0.1126815472813916, 0.12589806236083956, 0.03680985864618645, -0.07871723447487451, -0.0037835936555075827, 0.05998449024410372, -0.033954009707910335]
29	ATRA	[1.0999999576144748, -0.1897478318003975, 0.6670560465232612]
30	PCG	[0.038753936684259936, 0.07894735475679229, 0.0382229059452278, 0.06150061269760178, 0.05847821402234109, 0.027394198227975477, 0.03577442648491625, 0.015873025858709932, 0.015873025858709932, 0.001805419364949688, 0.06667943577172951, 0.039942673636022004, 0.08323744156869953, 0.08323744156869953, 0.08515080063428296, -0.00638121029359717, -0.008356559773682557, 0.03589049816966417, -0.022601307863628076, -0.024250147422920757, -0.024250147422920757, 0.03667915722418054, 0.11822871766722244, 0.11822871766722244, 0.33309506244828585, 0.09526496932705965, 0.008427052376867247, -0.2715712723851437, 0.16758240942495709, 0.40392153870825676, 0.15384616856713654, 0.06363634629683061, 0.03265665384382939]
31	ROKU	[-0.049236945206206195, -0.0221211982495857, 0.0883419684510688, -0.0270092120665054, -0.17674249115034668, -0.3268200056623483, -0.284799593147186, 0.3947245053606111, -0.08514399872840923, 0.5537288599204796, 0.3841678714395429, 0.3841678714395429, 0.18490539298247274, -0.025822363725742085, 0.5245547195451349]
32	MBT	[-0.04469006867096842, 0.031059095178642044, -0.05842307591193826, -0.023381257944427088, 0.10158732580760169, -0.06713286890506252, 0.2389381011102168, -0.055627403270066565, 0.13355596348971577, -0.05430467733661886, 0.17885116355738953, 0.019591184019992394, 0.23041473844274218]
33	COF	[-0.029582528104488647, -0.024557612569902534, -0.09153107609728267, -0.0996855820245989, -0.07166665395100912, -0.06543731072801456, -0.02077446546529224, 0.009593518481432362, 0.03610195342840285, -0.025314818067912383, -0.08282208588957055, 0.036299429153208364, -0.03619963531677748, 0.028735632813895056, 0.023025774762019127, -0.019850549968153424, -0.049757621896732426, 0.010628265501126796, -0.021821733308279263, -0.06765981819935883, -0.03160099929779664, 0.061625243148064494, 0.067753722768319, 0.04463570022220841, -0.009970908772789527, 0.007357671682531273, 0.0012427790971019045, -0.035294070835946635, 0.013107754211787235, 0.1110864293813571, -0.10972867792161684]
34	AGNC	[-0.036875009536743164, -0.049062490463256836, -0.05030302567915483, 0.02063411324082901, 0.03766649874055416, -0.004258960111555527, -0.0020639323999397286, -0.038287164447175906, -0.045063260235363924, 0.011311018237782525, -0.014428425209601943, 0.03096324493363269, -0.41995613725506803, 0.03386956852819957, 0.011409892781206445, 0.03782509943125988, 0.03375198688390879]
35	CGC	[0.6510349001001482, -0.0754404018579987, 0.020766714512881153, 0.17063493951412345, -0.15133782724444977]
36	TEVA	[-0.0039999961853027345, 0.07025291090805875, 0.09655176896335949, 0.043576047603799684, 0.043576047603799684, -0.012146567015615495, 0.1617088929815587, -0.022072815260314762, 0.030042924896030394, -0.010754384865975233, -0.034471700084183876, -0.09690527157908052, -0.07179558884640415, 0.04650419335303078, -0.001217313292281031, -0.004436189843597407, -0.09625146793598816, -0.10598976172423595, 0.009512881064244498, 0.0734152181375777, 0.0734152181375777, -0.13837840106036212, 0.19168461929342828, 0.19168461929342828, 0.23296090308164677, 0.042390190344237466, 0.019101647695096795, -0.004670480044105581, -0.03118503217431565, -0.08749471266358995, -0.08201297281539247, -0.057330391425495585, 0.21346273539244479, -0.07399787741295295, -0.06076395270172943, 0.03707864470229608, 0.2586872274103919, 0.021852242003053544, 0.07188163873506494]
37	MLCO	[0.051526807167408796, -0.021026071722562753, 0.1397174818386422, -0.07606028826033964, -0.16237868506044792]
38	NEM	[-0.016569527861277522, -0.09147457032487946, 0.011456578280622017, -0.09357874750678027, -0.10440531980521854, -0.1619256324363119, -0.08969018501987902, 0.053590568498246074, 0.03720714051034936, 0.03198946327777115, 0.17527177774481767, 0.055490428598154666, 0.025047432176746577, -0.05443041662448234, -0.12017637402708393, -0.10691823384966974, -0.028119481594476442, -0.09954749135220187, 0.4808936034748954, 0.3060698915705691, 0.05817962332339607, 0.0315820443061085, -0.09820150575460661, -0.1382289609255131, -0.14066228803419908, 0.0035221289392319954, -0.006476029939916976, -0.025779839556531372, 0.08478404349787812, 0.1773183502892364, 0.006568575695728692, 0.005165210277298532, 0.024134365409781255, 0.03698468001430264, 0.03712342446685978, -0.19299636434898879]
39	HPE	[-0.0623268384863715, 0.14831605515555674, -0.0175042049709548, 0.0826323247849397, 0.018018038945544365, -0.00959231681563349, 0.165886322913107, 0.07889788692169761, -0.08877430231018603, -0.005149350209931118]
40	KMI	[0.13710925771850416, -0.031103325009950895, 0.03676897579909291, 0.03481279099930678, -0.01654040841539157, 0.04334830283609335, -0.00152394107750812, 0.15827332430721236, 0.15827332430721236, -0.05107881524333604, 0.004719225056601627, 0.004719225056601627, 0.004719225056601627, 0.00231263807214171, -0.0718595446427357, 0.006913929063893423, 0.043706294094933054, 0.008547095863237772, 0.13808604114777065, 0.05723049855384571, -0.08387098004741053, 0.06998559098531418, 0.1827531173416993, 0.14052790759784473]
41	SCHW	[0.12074552290874063, 0.05423121633936164, 0.05038764274619768, 0.011950438568070447, 0.042759153965115294, 0.0227182021266519, 0.0418972887453008, -0.019706272723004844, 0.018763805119778404, 0.0006472640132874919, 0.022834062530162593, 0.019664690328857152, -0.011435482195304925, -0.02900276281380981, 0.18066158789928843, 0.02659168752996844, 0.0313822733162554, -0.01053323558154085, -0.01053323558154085, -0.15618798908153403, -0.13948101202610716, 0.10194949525604799, -0.022672573528404377, -0.02481338611677976, -0.06187585404924851, -0.03683683932900125, 0.255789505807977, 0.05179984057980722]
42	AAPL	[-0.08693442096643587, -0.06111571904614514, -0.02279812024326685, -0.012286823995213613, 0.0073757371384414435, 0.08676349728898816, 0.08676349728898816, 0.08434866431917168, 0.08073361453811595, 0.07763555062996014, 0.13747700906883198, 0.06595791656602813, 0.06618142519744528, 0.006962539244310964, 0.013664113868339113, 0.016073076649563933, -0.007044267137317932, -0.023540815426892958, 0.0678796002351558, 0.04745867756611714, -0.017729384536842342, 0.043006182781901006, 0.07760843622858368, 0.08619125290134338, -0.08069398952357754, 0.11056488776648551, -0.0025193403354447645, -0.0032698868166783804, -0.04577288330564874, -0.04951977784692775, -0.047553844473995154, 0.05730939000265454, 0.03536517702623535, 0.0841278737290761, -0.00376808055932971, 0.08458571212768153, 0.10117387770280586, 0.041211792997303646, -0.014149584801575648, 0.1179972807536326, -0.11179629455212203, -0.11628063589674013, -0.1709112562588049, -0.03590319438249086, 0.09306773561053396]
43	TSM	[0.06224306654160075, -0.07704657532960443, -0.009777747260199653, -0.011597957465635158, 0.08319334088472449, 0.023362981443926335, -0.02093553797963548, -0.02574429725365697, -0.06050128156686799, 0.12915638476972394, 0.012476346962194145, -0.06776183200154015, 0.049502679557422706, 0.014013200024808735]
44	IBN	[0.1767241728987878, -0.03448278564713154, 0.06965761233385785, -0.12484078118465414, -0.10804599336595652, -0.10804599336595652]
45	TWTR	[-0.2583454345852781, -0.24831155411906597, 0.02941184193784717, 0.05741030253942201, -0.017972799656340046, 0.07671234626537056, 0.08452854498228791, 0.14042166242055917, 0.13947287594394553, 0.16058820836684284, 0.13740460155825587, 0.14229142654870108, 0.0403887464945774, 0.0403887464945774, 0.0403887464945774, 0.011717991564407282, -0.18842809895052784, -0.08200091943094265, 0.11470345420465008, -0.05144201794205962, -0.03194305345963727, -0.04576272479558395, -0.08996041445263694, 0.011012414569921336, 0.011012414569921336, -0.17330742585112882, -0.0770491752019653, 0.022777769300672743, 0.11189220161446393, 0.0317100493080947, -0.0712979943432758, -0.16459629168771134, 0.0272140287953334, 0.0272140287953334, 0.06807631440818482, 0.029578587245123973, 0.36156349160677276, 0.1059980393836316, 0.048680880327651825, 0.0451634140221652, 0.10406335195061839, 0.10406335195061839, 0.10406335195061839, 0.10406335195061839, 0.12613738451698567, 0.2211504317497297, -0.023176760996725207, 0.032336043816564825, -0.05563050571164143, -0.2673919287428099, 0.24209615052606973, 0.1167268275888451, 0.007537655415363837, 0.08733329772949219]
46	LUV	[0.11688308617556231, 0.013599326911695549, 0.0440456730645818, 0.0440456730645818, -0.027816451253216246, 0.11365206895111425, 0.07397548280584675, 0.041266823611072215, 0.03988739571900019, 0.08908301089562513, 0.036425131478494625, 0.15089357017315908, 0.013292132551536214, -0.009825344332654933, 0.10545685328161623, 0.029743816455811235, -0.12181169290623638, -0.12372448090032044, -0.05224660563682327, 0.20903518537306046, 0.044779042339435034, -0.024547750129436035, 0.07474415316789966, 0.08258063672325029, -0.008495108831140153, -0.020701759739925985, -0.005169623375379636, 0.10423776925640603, -0.22362311026508813, -0.07530385540023955, -0.07530385540023955, -0.23578681613566535, -0.04788277472871228, -0.10029891718851117, -0.07615997314453125]
47	AAL	[0.12189207136329394, 0.08521298925104699, 0.08377610142761191, -0.0030611971823790184, -0.07268238284187868, 0.017384793783840544, 0.03783640993793513, 0.018765390655140816, -0.10564367313867808, -0.008944067358793191, 0.03355409455548376, -0.10289450372746, -0.1196631501374703, 0.1464113120644215, 0.0945600683889438, 0.028846176080971096, -0.0445469168193864, 0.0068670921408671105, -0.1318181644786488, -0.00384915373826616, 0.12540956576540419, -0.13621558540465442]
48	BBBY	[-0.006568849764592402, -0.0017799451732937361, 0.0886055582671885, -0.025258546127668518, -0.0463787329756069, 0.04580707111872847, 0.07667375159120465, -0.03652311739519944, 0.0441337068318236, 0.001563861748178287, -0.014483431197614529, -0.018397763371378224, -0.04956072974068308, -0.06315786359191487, -0.29347258472637017, -0.011820376006952129, -0.029702983495380208, -0.006505062764290734, -0.11716618930980487, 0.19739953531486415, 0.3411654132811155, 0.18941273225400646, 0.14678901271719555]
49	AMAT	[0.04530088424760222, 0.026885235895876023, 0.019846377841737317, -0.020821656145301105, 0.018702494646938746, 0.04107711660420557, -0.08144594975830835, 0.04397164642787864, 0.13185701163693797, 0.05128204263370939, 0.029702942250534495, -0.10229089128763406, 0.11027388088608099, 0.11328845009877216, -0.023708284432163208, 0.011331433789427994, -0.06843572368165178, 0.0071851258406723795, 0.14028623960418463, 0.12258063440520374, -0.11939480795092489, -0.05940766126765178, -0.13055778383664646, 0.038219870557937415, 0.05421686746987952, -0.024590145627628915, -0.08081999824793126, 0.08316691222871282, -0.027392857320674965, 0.027981086251004716, -0.02679173235287354, 0.04515754098343832]
50	PANW	[0.0066835066438850595, -0.04859013820582724, -0.15714549780036052, -0.24086922993060608, 0.02758180249949533, 0.12643303868878858, -0.059292956984868424, -0.059717830786126004, -0.07293938131901902, -0.11267825060327058, 0.15170230521479688, 0.08992759321739822, 0.05994749068998062, 0.21316740106707602, 0.05515278536231431, -0.04529178841402599, 0.1333905003101529, -0.05161013102792568, -0.040771772020143225, 0.003957559737900128, -0.00262550704926977, -0.00262550704926977, -0.016941290056981216, -0.016183347368516537, 0.014346721677614645, 0.021434900718877048, 0.015984473586598817, 0.14270077606352558, 0.053641631486935765, 0.053641631486935765, 0.05388845035370483, 0.1170936171057189, 0.1170936171057189, 0.07682804235834599, 0.3234126151429906, 0.16943593606487553, 0.2206778083075366, 0.047457623019833674]
51	DDOG	[0.36598893586664694]
52	INSG	[0.05434783805858864]
53	PBR	[-0.07630980599895922, -0.05405400314712528, -0.1656010291389571, 0.3021516017491583, 0.03141355389191758, 0.171532822580037, 0.026077154633646325, -0.07912090514797566, -0.3093922797483944, 0.1265164681952507, 0.11650490081362465, 0.04939635344658016, 0.14994598932131725, 0.2376446029957206, 0.030739644525909344, -0.112582745008593, -0.3806292085808808, 0.05465586595123076, 0.048764567018531976, 0.048764567018531976, -0.11653911529782313]
54	PFE	[-0.042187511920928955, 0.017175540680851864, 0.027215044880081005, 0.05108822651643433, -0.024705886840820312, -0.010647961225869891, 0.017543842876061838, 0.01761852561710727, -0.003892115232063394, 0.0113074095078789, 0.0113074095078789, 0.026510730955983962]
55	DBX	[-0.023372874182406866, -0.17101447975575126, -0.16375378099985072, -0.0792709125535234, -0.01811596205995235]
56	SBUX	[0.012289339434527377, -0.003074732878053465, -0.038833062063463236, 0.01888275140817028, 0.024208551556627333, -0.03429510284886438, -0.018233366523878285, 0.01942250336397703, -0.00901941686299668, -0.0058256038307483386, 0.021840636600347876, 0.011957279320888456, 0.04669334559336735, 0.034739419155577045, -0.0284825054744666, 0.007595490034000582, -0.03280681830056899]
57	SQ	[-0.02832246407826861, 0.09169356912852485, -0.06779662060627668, 0.057724984769950353, 0.12469634933482956, 0.12469634933482956, 0.0325757811658423, -0.0431486756605293, -0.012241763668553876, -0.16229067302207775, 0.1767933534809714, 0.027303728345815546, 0.24985901971529406, 0.017033961273990254, -0.06933127382767258, -0.16816317039904494, 0.013414030435080786, 0.013414030435080786, 0.07598327892095973, -0.04013155686392981, 0.046636378028683, 0.19674561171549987, 0.14855806006708888, -0.3276131339479209, 0.32841490670792306, 0.5345000267028809, 0.3185057128611308, 0.09562897870963477]
58	MPC	[0.02105494306769229, 0.03992089905300021, 0.019677308308524637, 0.01735834203140462, 0.02614686340006079, 0.031677369816493224, 0.006171439034598214, -0.033314203609558016, -0.023732980627090953, 0.096880539316729, 0.16248874200906996, 0.0862749684193094, 0.03387478407249013, 0.009226673214448082, -0.06997556219256322, -0.17450589491368154, -0.019828453103448416, 0.10575821505423583, 0.1112423020193299, 0.023571719392827623, 0.05980068681976942, 0.02698171949377302, 0.015733830362372622, -0.09844091392301085]
59	HPQ	[-0.004719775743285233, 0.16250002597644925, 0.20818033976904726, -0.0845379229094559, 0.02292841945618685, 0.06432037432846167, 0.061248580218168196, 0.01966832131042019, 0.1474013836982381, 0.1474013836982381, 0.02923976338874669, 0.04870955905001024, -0.004736132885373181, 0.0678476027081179, 0.07657071210856403, 0.023058230081131895, 0.0012098767408295, 0.007786758661235999, 0.04154473806975693, 0.02170235151620757, 0.004614507470643166, -0.02685117575561507, -0.025711678012209256, 0.062320197932022446, -0.023442129268581913, -0.09900993905319837, -0.19114542521812536, 0.07537011517061626, 0.0335260086291543, 0.06770251289471373, 0.023758024613035843, 0.08393955957219464, -0.026631866268464057, -0.056122434912134644, 0.040162427607253505, -0.10222729517161944, 0.0458221225191294]
60	TWLO	[0.06939497612522198, 0.10808870768394564, 0.055574047211100784, -0.06668832961367255, -0.15806112077737824, -0.11060604904637192, 0.14863895441225003, -0.03857192729662641, -0.04612976744364846]
61	SO	[0.04251101850901134, -0.021975560356047634, 0.004623226322223417, -0.02660477449307861, 0.05846869018514647, 0.018671110856633526, 0.031946124097757586, -0.013616853831845927, -0.009156108355925518, -0.032141392393655925, 0.001974768760340888, 0.06003257630403805, 0.019742532484276654, 0.03937186154541083, 0.03711431668001068, 0.05726318359375, 0.023823720237957747, -0.004507920189714547, 0.03389828585908897, -0.054067773334050585, -0.0061907565409001965]
62	BHC	[0.043003125443165535, 0.056586082105603425, -0.016963105751783714, -0.2020266301666703, 0.05528391519062942, -0.08233331044514974, 0.033766264327563605, 0.14267596288447223, 0.22727271520904443, -0.07815634081406402, 0.07919465000238525, -0.047712136406534246, -0.014866643642820584, 0.17911176755926675, -0.1355311341093559, 0.1058429636325785, -0.10630289916997736]
63	RF	[0.021164000695660833, -0.045523548374585894, 0.006568138070740396, 0.017366188863402368, -0.005714280264718192, 0.020215646068072808, 0.06487339181579962, 0.03404251980497428, 0.0, 0.07407406141412015, 0.025806426472685898, 0.009930524776592077, -0.013671815700944119, 0.0389344370419603, 0.042253560418732274, 0.02296453745102962, 0.03648799066377904, 0.03648799066377904, -0.07276505380378756, 0.02552714055423189, -0.059405943515569326, 0.00779517283595569, -0.15979901337358127, 0.10022606464402437, -0.037844781707070896, -0.03013316688030218, 0.04098365140903147, 0.04974275875463764, 0.004648768065625401, -0.08066240834766647, 0.016675994898611008, -0.21297432456629997, 0.04829932294961479, 0.1271249298577108, 0.09328626742646093, -0.06812167597665995, 0.1410342094946378, -0.051624095212543804, 0.005548714944382911, -0.33356306521305057]
64	ABT	[-0.010461664800150773, -0.02644802866117852, -0.06360157296088119, -0.017258890325908743, 0.004037341486241823, 0.033224101852591496, 0.12010822360641263, -0.014266933851761506, 0.11555792905512283, 0.056014342713630406, 0.07688383036867534, 0.07688383036867534, -0.0698517284512906, 0.052090360223948196, -0.04618508652794254]
