	symbol	returns
30	PCG	[0.06009322382710224, 0.0796279077978709, 0.09059314043785414, 0.06986469977817512, 0.06638064045914863, 0.054788396455950954, 0.09259254353527226, 0.0686456801953037, 0.0686456801953037, 0.04012036231131022, 0.12476115323385238, -0.01397102934645212, 0.08304568242696106, 0.08304568242696106, 0.07984068122550388, -0.0005037578451924725, -0.018260663412544675, 0.05361146907767846, 0.035181186727066306, 0.017655857491798724, 0.017655857491798724, 0.07533495271551491, 0.027085088330495135, 0.027085088330495135, 0.3852751592445263, 0.015219868165006947, 0.05730339895970201, -0.5458674027195916, 0.3782051360426883, 0.3780391917509191, -0.15585283969448996, 0.06363634629683061, 0.03265665384382939]
31	ROKU	[-0.0630578363252108, 0.00515145966500947, 0.20025916224105764, 0.21607378029790156, -0.24496209951232667, -0.391838197209618, -0.06165517161524982, 0.5732453934489865, 0.10058011453168261, 0.49073984800148707, 0.06432849448530377, 0.06432849448530377, 0.3066474443147798, 0.2821546514681095, 0.6125201324088989]
32	MBT	[-0.06150883287583545, 0.025458249263670175, -0.05388536022763552, -0.032973689109496905, 0.175873044937376, -0.37762241259991824, 0.1441214115441133, -0.08667530072972124, 0.19031725991367576, 0.09403973777620081, 0.22062670596900533, 0.0587734708270696, 0.3164361587582018]
33	COF	[0.017422920612616858, 0.011556507354726542, -0.1050295878857408, 0.0007397987008158387, -0.0400000254313151, -0.14686684365667127, -0.027699251346815595, 0.05116583853091109, 0.0036590201192135963, -0.04808546940526439, -0.06920244649875383, -0.020339016657295157, -0.026375981010188954, -0.07772982976036137, 0.05408746792641873, 0.00044609029044451285, -0.06666661188731175, -0.02786963393772349, -0.01838911371352105, -0.09472369342501331, 0.034023386673290794, 0.0562884312225162, 0.059347789519263915, 0.016513226142068918, 0.027420018935605944, 0.024738747334430423, 0.027029833019287134, 0.03056403111867748, -0.006049752437863301, 0.43879148080858027, 0.010713716226464744]
34	AGNC	[-0.010625004768371582, -0.01718747615814209, -0.04757574832800663, 0.04277797877304405, 0.03996320227795422, 0.008517920223111054, 0.026831810128061045, -0.01964742012605412, -0.005569651157041139, 0.028791745191569382, -0.0005549516441619997, 0.02866972389270158, -0.3519736928099962, 0.027095654822559653, 0.07334959942571243, 0.03782509943125988, 0.03375198688390879]
35	CGC	[0.6811125295594315, -0.16559588970915642, -0.08466456716136869, 0.1955782813101453, -0.44732440531509166]
36	TEVA	[0.0020000457763671873, 0.0018065064861339352, 0.03144014728291026, 0.019639915374283213, 0.019639915374283213, -0.013142171074659897, 0.12956681291069017, -0.040869161544826706, 0.04595857642478811, -0.016211851266482568, -0.03269978308825788, -0.11160908313507521, -0.09135024171002985, 0.05259779902491543, -0.03819236289727529, -0.0471349225320283, -0.1354939921126183, -0.15067857249642652, -0.029979738887315775, 0.04948255766074671, 0.04948255766074671, -0.19459461521457982, 0.15172782918395758, 0.15172782918395758, 0.20726262965841943, -0.012768130795410167, 0.07898805952542372, -0.12247018963617845, -0.013305601038485935, -0.15919758829078445, 0.09273074386599853, -0.1921225918471824, 0.06913277170840954, -0.14028775286092507, -0.07407411086706321, 0.03932588724397326, 0.34491632367019043, 0.03642043641765776, 0.18498942842951516]
37	MLCO	[0.07442754968661605, 0.06307821516768826, 0.06004712378857534, -0.04731862421936929, -0.09320958118129805]
38	NEM	[0.006750574399296382, -0.14818877601048128, -0.0184124694396945, -0.10532499755793664, -0.19647580801419134, -0.19474838899994917, -0.12020335529356284, -0.03965700842279439, 0.08038585039973715, 0.16038562210157392, 0.22509054938983417, 0.012504872720442619, -0.01935484711569441, -0.2092827355338073, -0.14057328130428162, -0.11092050347461345, 0.1089631308497054, -0.014580141632866927, 0.47677839513378295, 0.3317900554730357, 0.1082264956563818, 0.028040163311373302, -0.08878101088718776, -0.11474081789826251, -0.16079469390262832, 0.0918697122439579, 0.06853742597701691, -0.05723127528503036, 0.16376524633757708, 0.21428565879982955, 0.009984162892979704, -0.023760381059871043, -0.019674711988847314, 0.16466425767115836, 0.17347644578178045, -0.061878171498502846]
39	HPE	[-0.07548472724256304, 0.11787571402003241, -0.05928846906814656, 0.09896086460273945, 0.001286987697698465, 0.16366903430986227, 0.14515057241829674, -0.008766458420905258, -0.10767464257420854, 0.0020596811545607486]
40	KMI	[0.18755794803534834, -0.05046951667519601, 0.00897503041044772, 0.019727307255427783, -0.036164764985975345, 0.07533633483666995, -0.035560013948789264, 0.17658599189021307, 0.17658599189021307, 0.001321034251649088, 0.047664002049387096, 0.047664002049387096, 0.047664002049387096, -0.012025912062409291, -0.09215580621839613, 0.006913929063893423, 0.043123530168898166, 0.022792110727516055, 0.1624920190259561, 0.04138985582900176, -0.06709677173245338, 0.05844159016457626, 0.18829114318008577, 0.13742232052504805]
41	SCHW	[0.24068073179123528, 0.0297973766114282, 0.0973837348992321, 0.05292359176129601, 0.05445737895376661, 0.0071741850968946785, 0.013834007589890781, 0.0, 0.025018406826371208, -0.02621357527320609, 0.04163867503449143, 0.07156676943721657, 0.04604269636995332, 0.07866505904786096, 0.19126379319228606, 0.027870113412869428, 0.04184309442909803, -0.09809087668725225, -0.09809087668725225, -0.057136555216583576, -0.11329933751011456, -0.006322388555264775, -0.04454256047163864, -0.03570709035022415, -0.04190325832066374, -0.030630682094590286, 0.278947395190858, 0.02136386877530014]
42	AAPL	[-0.07732786294926391, -0.05963464728908415, -0.09645624387419252, -0.09812727459436442, -0.0625202432536791, 0.1280759016333051, 0.1280759016333051, 0.10814877824075388, 0.0899407401101162, 0.11052729870750537, 0.10912349738329832, 0.07697810964352338, 0.07635058267299251, 0.06657578591313493, 0.09628778911236957, -0.033180397587725716, -0.032938026726133274, -0.009177475118436789, 0.13570633744855967, 0.07536918629459836, 0.050492513226261825, 0.09112196440417306, 0.1351217776625791, 0.20667754061880744, -0.1583638464581663, 0.06786197282143973, -0.03258317789008162, -0.008719655532859203, -0.025271469548548597, -0.030812343530054326, -0.14731653659463262, 0.046138903747496456, 0.038527931891455224, 0.08487564662291726, -0.0016231813292572465, 0.07526224844711893, 0.13951932680506193, 0.07909174342207662, -0.0006321349824834803, 0.1438567805221213, -0.12024418955524256, -0.19799041098699827, -0.10314249046561852, -0.010576689673328962, 0.21195826156952355]
43	TSM	[0.07222545464727212, -0.10433390621825231, 0.004444461398654514, -0.10094503059090527, 0.11176470305385759, -0.050674532382625564, -0.02976774146210347, -0.04365339216865762, -0.06028515934356873, 0.11871392600388703, -0.0024410131596195816, -0.03536397415022683, 0.13313741334045456, -0.06702686563203764]
44	IBN	[0.21019270157913503, 0.018390786857267503, 0.07083831070833851, -0.09426749455884753, -0.11724138679459027, -0.11724138679459027]
45	TWTR	[-0.23197871594559138, -0.3131471975113264, 0.21214026245977322, 0.213728625643693, 0.15615802198609963, 0.17138512418959453, 0.20415009256199232, 0.2845629504899332, 0.10778795795993562, 0.11941180509679458, 0.07577043783170315, 0.21700098136810467, 0.0930885841104097, 0.0930885841104097, 0.0930885841104097, -0.04309202014500464, -0.1795563709271944, -0.17108264213363744, 0.09418044708638418, -0.06780983363302177, -0.05227031379106678, -0.05220342086533369, 0.11011152807240979, -0.10550619373363805, -0.10550619373363805, -0.19047621989832295, -0.06612017130701331, 0.03333335452609592, 0.06561223545733237, 0.11211775534225028, -0.08714200600076759, -0.12215324263094067, -0.030904062124666697, -0.030904062124666697, 0.14646726364024826, -0.016612635427161078, 0.2752443149787524, -0.009838129599829059, 0.05621862144940524, 0.17392704458522223, 0.32474390048567764, 0.32474390048567764, 0.32474390048567764, 0.32474390048567764, -0.04173203290502475, 0.12933193529243048, 0.018541361644139207, -0.05197942899435058, -0.3483661907583573, -0.22101348849857316, 0.23689905921206428, 0.16325710569603305, 0.07250533044369337, 0.08733329772949219]
46	RRR	[-0.05340449008726184, -0.7697491461561818]
47	LUV	[0.04486423877932394, 0.05167730392546365, 0.058727512227800274, 0.058727512227800274, -0.09318498900721245, 0.21067213748348418, 0.15859496524951042, 0.1094050225504619, 0.10746133143678491, 0.1262009321021356, 0.09688321460809929, 0.21535301037501503, -0.06290058055290382, -0.06244542921383502, 0.17596572245304923, 0.054805777706010715, -0.08200244049686181, -0.11160714068496197, -0.03631137497319348, 0.26595196752892325, 0.13512977075234567, -0.09383071270030549, 0.00712718166937618, -0.007188928841445853, -0.08434462550111305, -0.08403510378118147, -0.06365108795286588, 0.0962040736583628, -0.2422030742022338, -0.13341239433950036, -0.13341239433950036, -0.32944164839839846, -0.22247556201858865, -0.041182323015027195, -0.07615997314453125]
48	AAL	[0.1546392468043235, 0.08646615073710578, 0.07785045934209955, 0.1183673290648299, -0.027441300109159752, 0.02721093142915634, 0.07846622825741283, -0.18000002260561343, -0.09619134783844434, 0.03866128558820354, -0.07902865511371966, -0.13560666809705213, -0.10184098360912937, 0.030823460641090893, 0.006374824230897961, 0.05497493853943822, -0.009600614101780924, 0.025983624414033697, -0.17431814020330255, -0.013856835992103175, 0.14060176537418465, -0.08439444308075263]
49	BBBY	[-0.14507343731772893, 0.028478999319712314, -0.031004110675448754, -0.003051369724600076, 0.0404973939738807, 0.1075661975290722, 0.08217057197772196, -0.05275558072386865, 0.07676771652749789, 0.021764604403531614, -0.055883019335460346, 0.019233947040850245, 0.0867312985301857, -0.06537387521902809, -0.30861618616918235, -0.03546101529339633, -0.08270239196180859, -0.06800707444750617, -0.18256132489526472, 0.18085103145062317, 0.3016917231738101, 0.05872622243060895, 0.13177647655273533]
50	AMAT	[0.012846489578996314, 0.06622952320536629, 0.13764408373602466, 0.008441171337434545, 0.02104025073997544, 0.049748980382427324, -0.020905904241126094, 0.07234045930218454, 0.20130849678184126, 0.1162687472674618, -0.03176569575223856, -0.14864149427195886, 0.15136979635134667, 0.1653399127712117, 0.1471124598210362, -0.05524079600735563, 0.10148977428464213, 0.007607789785994837, 0.2224631911068255, 0.17981268526190697, 0.0030987635263211325, -0.005749160666936664, -0.20978175351951697, 0.008115119172837838, 0.01156625402979104, 0.046604164595161014, -0.05342004945646391, 0.018521889657092862, -0.012085078688425234, 0.0802017277903576, -0.1478566920724307, 0.04515754098343832]
51	PANW	[0.10422688573245356, -0.07891471557200165, -0.22203731350809758, -0.21311173350340176, 0.019243055428113512, 0.3043695618459789, -0.0780025534173053, -0.004388695652745832, 0.036391854227550535, 0.01592349686817647, 0.14308287598249964, 0.040863818067349296, -0.010152942982680596, 0.22271806054026794, 0.013618875367564273, -0.07427053528903516, 0.1562231497703192, -0.053063914102682984, 0.010704352245305818, 0.03457610060227881, 0.03240518606962027, 0.03240518606962027, -0.053082681812186935, -0.01875947122888234, 0.07439292412497962, 0.10316754290017925, 0.13000693068303096, 0.12147203139969323, 0.08089056794837989, 0.08089056794837989, 0.13327553315109836, 0.19477829204991534, 0.19477829204991534, 0.11388797016999916, 0.33196488641201527, 0.3004480976429025, 0.2386381238576164, 0.047457623019833674]
52	DDOG	[0.9287035377767355]
53	INSG	[0.035326052626106094]
54	PBR	[-0.12015943740599709, -0.13461539414755244, -0.07544758818880483, 0.27221711088056794, 0.12449094375585228, 0.11313860356328446, -0.0226757161207728, -0.2692307893844944, -0.28729285377601804, 0.3136914989190176, 0.20873786370311592, 0.14270035562317698, 0.31175827906546094, 0.16614089229016007, -0.05571565150889418, -0.14285707841097825, -0.3929672604353509, 0.14777328150158528, -0.033810172554902776, -0.033810172554902776, -0.2077692631268865]
55	PFE	[-0.05343747138977051, -0.0006361468646289058, 0.03568189646401669, 0.009371146959935532, -0.03617645712459788, -0.02099174472560349, 0.048558932979462004, 0.07442287057143983, -0.019738751044614034, -0.010365192779699306, -0.010365192779699306, 0.009977150965005266]
56	DBX	[-0.030204968310646674, -0.1465378212193247, -0.07522794700585393, -0.06952095714456893, -0.050207004589878576]
57	SBUX	[-0.06355335305599716, -0.06058965876916025, -0.10703726304304262, 0.0460267534532802, 0.012104240259717658, 0.025993412431364785, 0.039438116326831966, 0.021623696702783874, 0.0025769481596359125, 0.05875497123357706, -0.005668558772636727, 0.004414971690118587, 0.073346688086051, 0.01333735943214022, -0.10161699920910539, 0.04897403627322626, -0.004307957526865953]
58	SQ	[-0.061002222331187184, 0.22653714391531127, -0.058111400086992955, 0.1943972846997201, 0.13927119516006053, 0.13927119516006053, 0.11742425857058812, -0.023323593436006894, -0.08518235732146565, -0.2048438020495061, 0.2700670831697042, 0.2187144101274788, 0.2805978855001266, -0.15344061243088988, -0.24175396736423013, -0.17803998738351007, 0.011451018333198854, 0.011451018333198854, 0.04451882589811062, 0.008881594116833261, 0.09554756525741892, 0.2192307696648495, 0.2159917478979719, -0.2894516046631503, 0.42074669992011565, 0.6442499160766602, 0.3752968416762295, 0.2729529150287278]
59	MPC	[0.07575432388941138, 0.0681532255696802, 0.04072757590029645, 0.013449888804137326, -0.017201835464401787, -0.0031560989226100287, 0.08, 0.06318207704978292, 0.08071691787555788, 0.14202379991830763, 0.1779148499165023, 0.06377889015817231, 0.10023774602171581, 0.0992970213600418, -0.170667197227221, -0.37292489132258877, 0.06270096923158382, 0.13420505743617864, 0.1594237122265912, -0.023172189684177977, 0.06270765089975291, -0.0333075375877698, -0.047975253762967095, -0.0746037993814302]
60	HPQ	[0.13274332884344153, 0.16145834301753592, 0.15207127150866337, -0.12527378986993118, 0.012872031408293882, 0.03883496382782794, 0.016097374277576747, -0.0034708564115683983, 0.11738346415310062, 0.11738346415310062, 0.02997076898657326, 0.054162130744927296, 0.011501996412113111, 0.09090911005096197, 0.0533377073981525, 0.02366503566957945, 0.01663642451219043, 0.04761903863436064, 0.029842050333304438, -0.014374283233124075, -0.06324649001130597, 0.0013561372472407362, 0.022650718049655558, 0.05209332979419888, -0.06409496096291498, -0.13649223891901627, -0.1679549871069662, 0.18573359665697997, 0.05202321188262816, 0.05216418439678778, 0.012958950603997151, 0.03581417792904215, -0.0036553366171602616, -0.11181977112789988, 0.07716611027057324, -0.15533981904479416, 0.0020215453276770934]
61	TWLO	[0.18932376210869403, 0.14387968767269133, 0.03394344371582244, 0.0019518369027040608, -0.1162627167465281, -0.059393911650686554, 0.3228868650559727, -0.1260475637699491, -0.06437323970827094]
62	SO	[0.018722432721430145, -0.009062023486920272, 0.0013869943508793248, -0.0456081042984614, 0.02900232121239049, 0.04655669473330374, 0.019125679117106872, -0.03394888405341288, -0.016321725360788422, -0.004419393559675109, 0.02804111375903467, 0.04517707057950795, 0.050000040930229514, 0.06190262416280024, 0.04524608058937869, 0.06294740375719572, 0.016478099040206397, 0.03587527774599262, -0.06512044200123346, -0.07491522320246292, -0.0061907565409001965]
63	BHC	[0.06685468688287378, 0.14162118267148685, -0.007280651893788379, -0.15793320163561847, 0.04249714758488347, -0.1239999771118164, 0.11363636645122296, 0.403931436079875, 0.0695732855823814, -0.0769539085203516, 0.03847868851563646, -0.1055924477049307, 0.020113645281705877, 0.23474863443982827, -0.03052503090417176, 0.04358246127090993, -0.07463152105105259]
64	RF	[0.13580246394455167, 0.03793626619292643, -0.034482764020578066, 0.014471835553972998, 0.088571412222726, -0.03908355240851603, 0.10601259197128475, 0.0936169971001538, -0.008706489053918303, 0.07885302944278644, -0.004301071078780983, 0.027805431492656612, 0.03613280213176017, 0.07991800355321844, 0.07150604916785454, 0.07098124327674533, 0.030786714936866112, 0.030786714936866112, -0.03742200217877904, 0.11764699656105686, -0.06930692426574749, 0.09910917468723092, -0.08341707935845226, 0.09721174961213414, -0.08210389483278584, 0.01611769690667358, 0.1334895021563202, 0.09948540845560704, 0.018594973742430704, -0.008547000709448131, 0.07670934328363589, -0.1340269592170579, 0.09795915639915151, 0.15151516860264436, 0.055123724923925095, -0.03306878331907552, 0.1134989618144073, -0.08816702576967438, -0.13131931263479762, -0.24121295277675647]
65	ABT	[0.02939219575213329, -0.07749273204855088, -0.008684550174618614, 0.009898461282857467, 0.02296239775134046, 0.06317259808631444, 0.10189513366509212, -0.1101843789826263, 0.20037109634279418, 0.06947933355253574, -0.023473397629268533, -0.023473397629268533, -0.024440228347712735, 0.06051922068538252, -0.06711682668303612]
