Start	End	Duration	Exposure [%]	Equity Final [$]	Equity Peak [$]	Return [%]	Buy & Hold Return [%]	Max. Drawdown [%]	Avg. Drawdown [%]	Max. Drawdown Duration	Avg. Drawdown Duration	# Trades	Win Rate [%]	Best Trade [%]	Worst Trade [%]	Avg. Trade [%]	Max. Trade Duration	Avg. Trade Duration	Expectancy [%]	SQN	Sharpe Ratio	Sortino Ratio	Calmar Ratio	_strategy	advantage	symbol	stdev	mean	stdev_mean
2019-07-01	2020-07-06	371 days 00:00:00.000000000	76.01078167115904	9063.415485701322	13213.010598521267	-9.365845142986782	345.5357142857143	-74.13886613271194	-25.65687665809781	292 days 00:00:00	100 days 00:00:00	12	33.33333333333333	29.947462686567157	-25.735251798561148	-5.061918769194156	40 days 00:00:00	24 days 00:00:00	14.85746768288908	-1.3329579702162826	-0.30387018481700284	-0.7311419519723416	-0.06827618269927532	SmaCross	-0.027105288269109032	PLUG	1.2721155804166249	3.5870703124999985	0.35463915384753847
2019-07-01	2020-07-06	371 days 00:00:00.000000000	80.05390835579514	9404.056713369451	11205.391169912322	-5.959432866305487	18.25603407477521	-31.37249341869556	-7.582484342256883	259 days 00:00:00	60 days 00:00:00	9	55.55555555555556	7.866585838991267	-16.193328100470968	0.052380619036642026	75 days 00:00:00	33 days 00:00:00	7.079155129840402	-0.10976233376796776	0.006270753813389387	0.009262610667178955	0.001669635190852483	SmaCross	-0.3264363356190146	NKE	7.901491038476692	90.90960937500004	0.0869159057309687
2019-07-01	2020-07-06	371 days 00:00:00.000000000	88.67924528301887	5288.041145128397	10377.40751269284	-47.11958854871603	39.58395245170877	-57.901896259533615	-29.539816335163067	333 days 00:00:00	168 days 00:00:00	13	30.76923076923077	20.382362407467003	-20.851180824814957	-3.6746770286759363	57 days 00:00:00	26 days 00:00:00	10.87276150638178	-1.5695507840577918	-0.2984948850880942	-0.6192341964973339	-0.06346384602336572	SmaCross	-1.190370986985206	CHWY	7.539076161803124	32.670195312499985	0.2307631187903731
2019-07-01	2020-07-06	371 days 00:00:00.000000000	86.79245283018868	7437.9023715993635	12516.0790533705	-25.620976284006364	21.550918716910612	-40.89391557725387	-13.733691529929356	147 days 00:00:00	56 days 00:00:00	14	28.57142857142857	19.647492260061917	-14.203236245954699	-1.697149401034841	44 days 00:00:00	23 days 00:00:00	5.141961596303986	-0.8776137969101917	-0.21017084676744924	-0.3160409980094897	-0.041501269249424336	SmaCross	-1.1888577290165385	HPP	5.166016118367504	30.727617187499987	0.16812290021853835
2019-07-01	2020-07-06	371 days 00:00:00.000000000	86.52291105121293	4660.553208814038	12586.00659788195	-53.39446791185962	40.832934418382	-65.39619330871511	-20.46482952567935	202 days 00:00:00	66 days 00:00:00	12	33.33333333333333	44.013785237086516	-50.699735682819394	-4.490432794250544	49 days 00:00:00	27 days 00:00:00	13.32964481881532	-0.8436122617527633	-0.20751617978515888	-0.26588944947120224	-0.0686650486375041	SmaCross	-1.3076323970442525	ALK	15.66461291354853	54.033632812500024	0.28990486291946505
2019-07-01	2020-07-06	371 days 00:00:00.000000000	85.71428571428571	7954.5267556198505	10000.0	-20.454732443801497	44.50038305789646	-62.164026708617726	-62.164026708617726	339 days 00:00:00	339 days 00:00:00	11	36.36363636363637	42.150951169271785	-42.423247826553585	-1.0870378378497307	69 days 00:00:00	29 days 00:00:00	16.33857855327082	-0.5717500255484587	-0.048556224762459174	-0.077375087554793	-0.01748660592636667	SmaCross	-0.4596529521372708	ROKU	20.454570247587217	122.47804687500002	0.16700601266497142
2019-07-01	2020-07-06	371 days 00:00:00.000000000	76.01078167115904	8101.183107889457	29617.53390510955	-18.988168921105434	63.03030303030304	-77.2512537476257	-24.678249341301996	188 days 00:00:00	61 days 00:00:00	11	27.27272727272727	86.68852459016392	-45.298723404255334	1.4259048273499493	41 days 00:00:00	26 days 00:00:00	16.16004303329499	-0.19777447469759174	0.045160559116381414	0.0946034266102104	0.018458015348311086	SmaCross	-0.3012546030752304	ATHX	0.6633885908634132	1.7391796875000005	0.3814376373133745
2019-07-01	2020-07-06	371 days 00:00:00.000000000	86.79245283018868	21136.614095074434	21734.175537352014	111.36614095074432	34.27825438269302	-14.791573285522174	-4.008855606059696	96 days 00:00:00	17 days 00:00:00	8	62.5	40.82066563467493	-2.9755086940436555	9.388141640511687	76 days 00:00:00	41 days 00:00:00	10.397403141966105	1.6789739398693788	0.5905700493188812	6.245642459047226	0.6346952727267149	SmaCross	3.2488860053204087	EPD	4.65502321975633	23.310624999999995	0.19969534149154436
2019-07-01	2020-07-06	371 days 00:00:00.000000000	64.6900269541779	11115.393712829806	11115.393712829806	11.153937128298058	43.03539597657244	-44.40346092820769	-16.55344803300328	312 days 00:00:00	108 days 00:00:00	13	15.384615384615385	6.497544062409711	-12.235577215961019	-3.0797724533924233	37 days 00:00:00	19 days 00:00:00	4.215337663223951	-2.882034758381691	-0.699088142694075	-0.9337351966849087	-0.06935883800525941	SmaCross	0.2591805390699792	EBAY	4.840087597544027	38.24417968750001	0.12655749546972228
2019-07-01	2020-07-06	371 days 00:00:00.000000000	85.44474393530997	5652.661771367036	11911.023694295833	-43.473382286329645	27.812622500980016	-59.83031712889376	-17.923042226722497	208 days 00:00:00	67 days 00:00:00	12	33.33333333333333	22.9574302134647	-26.332596263820047	-4.344112035330322	72 days 00:00:00	27 days 00:00:00	10.761703757743625	-1.1853579080206236	-0.32379512901612595	-0.4814668313707504	-0.07260720390252498	SmaCross	-1.5630810177931909	USB	9.319786140878096	47.530117187500004	0.19608169919112078
2019-07-01	2020-07-06	371 days 00:00:00.000000000	89.75741239892183	3648.327622972133	13011.834532800161	-63.516723770278674	24.63855421686748	-74.15693977337997	-17.29889622317128	214 days 00:00:00	47 days 00:00:00	17	41.17647058823529	50.06855457227138	-63.73472	-3.5481265455389175	56 days 00:00:00	20 days 00:00:00	11.743456079439602	-0.8326303717710811	-0.168203302249367	-0.19263436270949844	-0.047846183464175046	SmaCross	-2.5779403779624097	GPS	3.75542653040172	14.011171875000004	0.268030865933669
2019-07-01	2020-07-06	371 days 00:00:00.000000000	77.35849056603774	6703.738299912782	11692.830555106004	-32.96261700087218	23.322332233223324	-49.32694352864176	-49.32694352864176	294 days 00:00:00	294 days 00:00:00	13	38.46153846153847	31.01139101861992	-24.10423728813559	-2.6313326988921624	38 days 00:00:00	23 days 00:00:00	11.060422966241571	-0.9271240458213382	-0.18305315678081266	-0.33473043482712067	-0.0533447343512025	SmaCross	-1.413349945933623	DDD	1.4326372477924252	8.467148437499999	0.16919949595396772
2019-07-01	2020-07-06	371 days 00:00:00.000000000	81.40161725067385	9260.802706935583	32095.54526859693	-7.39197293064417	37.47810858143608	-75.83065162192622	-15.996534243710936	84 days 00:00:00	20 days 00:00:00	7	57.14285714285714	44.39059304703476	-33.845818181818174	0.3084058419065624	58 days 00:00:00	44 days 00:00:00	20.54386201274479	-0.20799811127175555	0.01112551900390218	0.02014665263008637	0.004067034046393288	SmaCross	-0.197234417915786	NERV	2.2148482531639737	6.821347656250001	0.3246936477624972
2019-07-01	2020-07-06	371 days 00:00:00.000000000	80.05390835579514	39580.88142149449	44290.0530912705	295.80881421494485	17.023509655751468	-28.199222686051527	-8.032231749479116	56 days 00:00:00	13 days 00:00:00	8	50.0	144.5597796143251	-9.810213065680578	25.89874625834396	85 days 00:00:00	38 days 00:00:00	32.65452661946694	1.2397503963012861	0.480918586547287	7.766628585314747	0.918420573030707	SmaCross	17.376488174106008	ERI	14.714711154945181	41.613945312500036	0.35360048282961437
